NDC,RxNorm,Count_10years
43386-160-12,42331,1279
43386-161-01,42331,9952
43386-161-06,42331,9952
43386-168-01,8591,58832
43386-169-01,8591,299
43386-194-30,8591,9809
43386-194-31,8591,9809
43386-312-08,221147,176
43386-312-14,221147,176
43386-330-01,10829,1859
43386-351-01,161,19138
43386-351-05,161,19138
43386-352-01,161,7030
43386-352-05,161,7030
43386-353-01,161,2965
43386-353-05,161,2965
43386-356-01,161,236950
43386-356-05,161,236950
43386-356-10,161,236950
43386-357-01,161,73372
43386-357-05,161,73372
43386-357-10,161,73372
43386-358-01,161,74355
43386-358-05,161,74355
43386-358-10,161,74355
43386-360-21,8123,215
43386-430-01,7804,41846
43386-431-01,7804,22590
43386-432-01,7804,714700
43386-433-01,7804,74176
43386-434-01,7804,12774
43386-440-24,7417,2774
43386-450-11,7454,1613
43386-470-60,18631,21643
43386-471-61,18631,51493
43386-480-24,7715,1492
43386-480-26,7715,1492
43386-480-28,7715,1492
43386-490-01,161,1046
43386-491-01,161,881727
43386-491-05,161,881727
43386-492-01,161,25497
43386-492-05,161,25497
43386-493-01,161,67589
43386-493-05,161,67589
43386-500-11,4278,22124
43386-510-87,52582,1713
43386-530-01,7597,29866
43386-530-02,7597,29866
43386-530-06,7597,29866
43386-540-01,7052,28455
43386-541-01,7052,21423
43386-542-01,7052,8601
43386-543-01,7052,4041
43386-544-01,7052,647
43386-550-04,10612,35
43386-551-02,10612,313
43386-551-06,10612,313
43386-570-01,6901,113
43386-571-01,6901,501
43386-572-01,6901,290
43386-573-01,6901,22285
43386-574-01,6901,28879
43386-575-01,6901,12527
43386-580-30,6915,312
43386-580-31,6915,312
43386-581-30,6915,220
43386-581-31,6915,220
43386-622-30,6373,19
43386-660-03,38685,3120
43386-660-24,38685,3120
43386-660-26,38685,3120
43386-680-01,7242,121
43386-710-05,5487,385
43386-710-09,5487,385
43386-711-05,5487,1460
43386-711-09,5487,1460
43386-712-05,5487,1123
43386-712-09,5487,1123
43386-761-01,39993,35
43386-761-30,39993,35
43386-762-01,39993,53
43386-762-30,39993,53
43386-770-01,4451,113
43386-771-01,4451,32
43386-790-01,3640,1953
43386-791-01,3640,59
43386-792-02,3640,21218
43386-792-11,3640,21218
43386-794-01,3640,40424
43386-794-05,3640,40424
43386-794-50,3640,40424
43386-860-01,352372,3730
43386-861-01,352372,4745
43386-862-01,352372,816
43386-870-01,3287,1229
43386-871-01,3287,1994
43386-915-01,8591,343088
43386-915-10,8591,343088
43386-917-01,8591,73347
43386-917-05,8591,73347
43386-917-10,8591,73347
43386-920-60,7804,4448
43386-930-05,6901,1081
43386-931-05,6901,917
43386-950-01,7804,244285
43386-980-01,2019,336
43386-999-01,44281,1392
43393-001-01,6964,10
43393-203-04,42331,9952
43478-241-20,10753,5843
43478-241-45,10753,5843
43478-242-20,10753,12856
43478-242-45,10753,12856
43478-243-20,10753,22640
43478-243-45,10753,22640
43478-244-15,10753,1665
43478-244-45,10753,1665
43478-245-15,10753,929
43478-245-45,10753,929
43478-270-15,5492,158
43478-270-45,5492,158
43478-271-15,5492,63
43478-271-45,5492,63
43478-273-61,5492,43
43478-410-03,4917,321
43478-410-07,4917,321
43478-900-88,8787,9592
43478-901-88,8787,8957
43478-902-88,8787,4006
43478-903-88,8787,2287
43485-102-01,114477,2
43485-102-60,114477,2
43485-104-01,114477,1
43485-104-60,114477,1
43538-100-60,10169,1
43538-170-69,2582,20
43538-171-69,2582,3
43538-172-60,2582,4
43538-173-60,2582,5
43538-176-45,1418,5
43538-180-45,6922,2
43538-190-16,10169,1
43538-191-16,10169,1
43538-200-28,11002,29
43538-210-09,11002,1
43538-250-20,11002,3
43538-251-20,11002,1
43538-300-30,42372,1
43538-400-16,,1
43538-430-09,,1
43538-440-60,,4
43538-500-06,21090,18
43538-501-06,21090,2
43538-510-12,,16
43538-511-12,,1
43538-520-90,21090,8
43538-521-90,21090,5
43538-531-10,6135,1
43538-540-90,21090,441
43538-541-90,21090,1
43538-550-60,21090,28
43538-551-60,21090,1
43538-601-30,3640,1
43538-611-60,3640,1
43538-710-90,1588,2
43538-900-12,25126,71
43538-901-12,25126,12
43538-910-12,25126,169
43538-911-12,25126,13
43538-920-60,25126,171
43538-920-90,25126,171
43538-921-60,25126,2
43538-921-90,25126,2
43538-940-60,7299,1
43538-950-04,2590,3
43547-221-15,114477,10474
43547-222-11,114477,67105
43547-222-15,114477,67105
43547-223-15,114477,9881
43547-224-06,114477,12067
43547-225-10,6845,26049
43547-225-50,6845,26049
43547-226-10,6845,13608
43547-226-50,6845,13608
43547-230-09,17767,64258
43547-230-11,17767,64258
43547-231-09,17767,298410
43547-231-11,17767,298410
43547-232-09,17767,202996
43547-232-11,17767,202996
43547-248-10,6809,248200
43547-248-11,6809,248200
43547-248-50,6809,248200
43547-249-10,6809,32149
43547-249-11,6809,32149
43547-249-50,6809,32149
43547-250-10,6809,205886
43547-250-11,6809,205886
43547-250-50,6809,205886
43547-251-10,2356,3843
43547-252-10,2356,7566
43547-253-10,2356,23465
43547-254-10,20352,40489
43547-254-50,20352,40489
43547-255-10,20352,54857
43547-255-50,20352,54857
43547-256-10,20352,56509
43547-256-50,20352,56509
43547-257-10,20352,51446
43547-257-50,20352,51446
43547-258-01,4492,94
43547-259-01,4492,28
43547-263-10,1422,11
43547-264-10,33272,119
43547-264-11,33272,119
43547-265-10,25480,164418
43547-265-50,25480,164418
43547-266-10,25480,278755
43547-266-50,25480,278755
43547-267-10,25480,45419
43547-267-50,25480,45419
43547-268-10,72302,15804
43547-268-50,72302,15804
43547-269-10,72302,15675
43547-269-50,72302,15675
43547-270-10,72302,17877
43547-270-50,72302,17877
43547-271-10,72302,8641
43547-271-50,72302,8641
43547-272-10,72302,2100
43547-272-50,72302,2100
43547-273-10,72302,1669
43547-273-50,72302,1669
43547-274-10,72302,628
43547-274-50,72302,628
43547-275-03,135447,18662
43547-275-09,135447,18662
43547-275-11,135447,18662
43547-276-03,135447,27634
43547-276-09,135447,27634
43547-276-11,135447,27634
43547-277-03,83818,1795
43547-277-09,83818,1795
43547-277-50,83818,1795
43547-278-03,83818,7402
43547-278-09,83818,7402
43547-278-50,83818,7402
43547-279-03,83818,6215
43547-279-09,83818,6215
43547-279-50,83818,6215
43547-280-10,321988,17904
43547-280-11,321988,17904
43547-281-10,321988,102507
43547-281-11,321988,102507
43547-282-10,321988,65456
43547-282-11,321988,65456
43547-283-03,73494,751
43547-284-03,73494,1510
43547-285-03,73494,1441
43547-288-09,42347,28437
43547-288-10,42347,28437
43547-288-50,42347,28437
43547-289-09,42347,78909
43547-289-10,42347,78909
43547-289-50,42347,78909
43547-290-09,42347,12379
43547-290-10,42347,12379
43547-302-03,89013,8195
43547-303-03,89013,20152
43547-304-03,89013,13788
43547-305-03,89013,6759
43547-306-03,89013,2742
43547-307-03,89013,1457
43547-311-09,,4
43547-311-09,5487,4379
43547-312-09,5487,7751
43547-313-09,5487,4206
43547-314-09,5487,1798
43547-315-09,5487,3850
43547-320-10,6809,248200
43547-320-11,6809,248200
43547-320-50,6809,248200
43547-321-10,6809,32149
43547-321-50,6809,32149
43547-322-10,6809,205886
43547-322-50,6809,205886
43547-324-10,3640,190
43547-325-06,3640,320
43547-330-03,5487,1315
43547-330-09,5487,1315
43547-331-03,5487,1409
43547-331-09,5487,1409
43547-332-10,25480,58466
43547-332-50,25480,58466
43547-333-10,25480,24897
43547-333-50,25480,24897
43547-335-10,18867,3088
43547-336-10,18867,12860
43547-336-50,18867,12860
43547-337-03,18867,21489
43547-337-10,18867,21489
43547-337-50,18867,21489
43547-338-03,18867,14004
43547-338-10,18867,14004
43547-338-50,18867,14004
43547-339-06,35636,13200
43547-339-50,35636,13200
43547-340-06,35636,26597
43547-340-50,35636,26597
43547-341-06,35636,25236
43547-341-50,35636,25236
43547-342-06,35636,11967
43547-342-50,35636,11967
43547-343-06,35636,3253
43547-343-50,35636,3253
43547-344-06,35636,2257
43547-344-50,35636,2257
43547-345-06,114477,1551
43547-346-06,114477,785
43547-347-03,32937,26547
43547-347-09,32937,26547
43547-347-11,32937,26547
43547-347-50,32937,26547
43547-348-03,32937,53323
43547-348-09,32937,53323
43547-348-11,32937,53323
43547-348-50,32937,53323
43547-349-03,32937,13814
43547-349-09,32937,13814
43547-349-11,32937,13814
43547-349-50,32937,13814
43547-350-03,32937,24252
43547-350-09,32937,24252
43547-350-11,32937,24252
43547-350-50,32937,24252
43547-351-10,29046,105532
43547-351-50,29046,105532
43547-352-10,29046,204198
43547-352-11,29046,204198
43547-353-10,29046,307885
43547-353-11,29046,307885
43547-354-10,29046,267461
43547-354-11,29046,267461
43547-355-10,29046,17557
43547-355-50,29046,17557
43547-356-10,29046,109415
43547-356-11,29046,109415
43547-357-10,6809,248200
43547-357-11,6809,248200
43547-357-50,6809,248200
43547-358-10,6809,32149
43547-358-50,6809,32149
43547-359-10,6809,205886
43547-359-50,6809,205886
43547-360-09,52175,81856
43547-360-50,52175,81856
43547-361-03,52175,131348
43547-361-09,52175,131348
43547-361-11,52175,131348
43547-362-03,52175,84778
43547-362-09,52175,84778
43547-362-11,52175,84778
43547-367-03,69749,6645
43547-368-09,69749,12908
43547-369-09,69749,19215
43547-370-09,69749,7029
43547-373-10,161,73372
43547-374-03,83818,1795
43547-374-09,83818,1795
43547-374-50,83818,1795
43547-375-03,83818,7402
43547-375-09,83818,7402
43547-375-50,83818,7402
43547-376-03,83818,6215
43547-376-09,83818,6215
43547-376-50,83818,6215
43547-377-03,121243,285
43547-378-03,121243,2698
43547-379-06,72625,20648
43547-380-03,72625,73823
43547-380-09,72625,73823
43547-380-11,72625,73823
43547-381-03,72625,85821
43547-381-09,72625,85821
43547-381-11,72625,85821
43547-382-03,135447,1230
43547-382-09,135447,1230
43547-383-10,25480,164418
43547-383-50,25480,164418
43547-384-10,25480,278755
43547-384-50,25480,278755
43547-385-10,25480,45419
43547-385-50,25480,45419
43547-386-09,50166,6142
43547-386-11,50166,6142
43547-387-09,50166,4449
43547-387-11,50166,4449
43547-388-09,50166,3134
43547-388-11,50166,3134
43547-389-10,25480,58466
43547-389-50,25480,58466
43547-390-10,25480,24897
43547-390-50,25480,24897
43547-391-03,5487,1574
43547-391-09,5487,1574
43547-392-03,5487,1261
43547-392-09,5487,1261
43547-393-03,5487,1889
43547-393-09,5487,1889
43547-394-10,25789,21876
43547-394-50,25789,21876
43547-395-10,25789,35163
43547-395-50,25789,35163
43547-396-10,25789,43032
43547-396-50,25789,43032
43547-397-10,5487,263754
43547-397-11,5487,263754
43547-398-10,5487,14361
43547-398-11,5487,14361
43547-399-10,21949,97118
43547-399-50,21949,97118
43547-400-10,21949,271365
43547-400-11,21949,271365
43547-400-50,21949,271365
43547-401-10,4603,255342
43547-401-11,4603,255342
43547-402-10,4603,299684
43547-402-11,4603,299684
43547-403-10,4603,40347
43547-403-50,4603,40347
43547-404-10,8152,15405
43547-404-11,8152,15405
43547-405-10,6845,26049
43547-405-50,6845,26049
43547-406-10,2598,174168
43547-406-11,2598,174168
43547-406-50,2598,174168
43547-407-10,2598,106216
43547-407-11,2598,106216
43547-407-50,2598,106216
43547-408-10,2598,14010
43547-408-50,2598,14010
43547-409-03,32937,273
43547-410-09,35208,2025
43547-411-09,35208,5167
43547-412-09,35208,7686
43547-413-09,35208,7332
43547-414-10,29046,105532
43547-414-50,29046,105532
43547-415-10,29046,204198
43547-415-11,29046,204198
43547-416-10,29046,307885
43547-416-11,29046,307885
43547-417-10,29046,267461
43547-417-11,29046,267461
43547-418-10,29046,17557
43547-418-50,29046,17557
43547-419-10,29046,109415
43547-419-11,29046,109415
43547-420-10,5487,47869
43547-420-50,5487,47869
43547-421-10,5487,56931
43547-421-50,5487,56931
43547-422-10,5487,48978
43547-422-50,5487,48978
43547-423-03,5487,25126
43547-423-09,5487,25126
43547-423-11,5487,25126
43547-424-03,5487,32077
43547-424-09,5487,32077
43547-424-11,5487,32077
43547-425-03,5487,7695
43547-425-09,5487,7695
43547-425-11,5487,7695
43547-426-03,33738,6063
43547-426-09,33738,6063
43547-426-50,33738,6063
43547-427-03,33738,8612
43547-427-09,33738,8612
43547-427-50,33738,8612
43547-428-03,33738,4904
43547-428-09,33738,4904
43547-428-50,33738,4904
43547-430-09,8703,6931
43547-431-09,8703,25455
43547-435-06,2599,1532
43547-436-03,306266,840
43547-437-03,306266,244
43547-441-03,5487,379
43547-442-03,5487,450
43547-443-03,5487,459
43547-462-12,3640,80
43547-543-01,4955,234689
43547-543-25,4955,234689
43547-544-01,4955,45
43547-544-25,4955,45
43553-0003-2,6932,1
43553-0003-5,6932,1
43553-3249-03,1085623,119
43553-3249-13,1085623,119
43553-3249-8,1085623,119
43553-3256-04,359040,60
43598-003-51,723,10611
43598-003-54,723,10611
43598-003-69,723,10611
43598-004-51,723,1185
43598-004-52,723,1185
43598-004-53,723,1185
43598-006-14,723,8342
43598-012-51,723,412
43598-012-52,723,412
43598-012-53,723,412
43598-020-28,723,721
43598-020-40,723,721
43598-021-14,723,49251
43598-164-05,61381,9695
43598-164-30,61381,9695
43598-165-05,61381,1779
43598-165-30,61381,1779
43598-166-05,61381,7930
43598-166-30,61381,7930
43598-203-51,723,23752
43598-203-54,723,23752
43598-203-69,723,23752
43598-204-51,723,7513
43598-204-52,723,7513
43598-204-53,723,7513
43598-205-01,723,312391
43598-205-05,723,312391
43598-206-14,723,42135
43598-207-50,723,186942
43598-207-51,723,186942
43598-207-52,723,186942
43598-208-50,723,22170
43598-208-51,723,22170
43598-208-52,723,22170
43598-209-52,723,133880
43598-209-53,723,133880
43598-209-80,723,133880
43598-210-25,9793,938
43598-210-40,9793,938
43598-210-50,9793,938
43598-210-55,9793,938
43598-210-85,9793,938
43598-213-50,723,966
43598-213-51,723,966
43598-213-52,723,966
43598-218-30,723,1170
43598-219-01,723,63720
43598-219-14,723,63720
43598-220-28,723,649
43598-220-40,723,649
43598-221-14,723,337625
43598-222-52,723,8756
43598-222-53,723,8756
43598-222-80,723,8756
43598-223-50,723,1751
43598-223-51,723,1751
43598-223-52,723,1751
43598-224-01,723,15744
43598-225-01,723,13659
43598-225-05,723,13659
43598-230-18,141625,5882
43598-258-11,72962,22
43598-259-40,72962,3
43598-265-20,8782,11
43598-265-25,8782,11
43598-265-58,8782,11
43598-283-35,214525,31
43598-291-90,187832,6765
43598-292-66,187832,18921
43598-292-79,187832,18921
43598-292-90,187832,18921
43598-293-66,187832,58841
43598-293-79,187832,58841
43598-293-90,187832,58841
43598-294-66,187832,14018
43598-294-79,187832,14018
43598-294-90,187832,14018
43598-295-66,187832,7902
43598-295-79,187832,7902
43598-295-90,187832,7902
43598-296-90,187832,3584
43598-297-90,187832,798
43598-298-90,187832,1937
43598-303-30,25025,77182
43598-303-90,25025,77182
43598-304-88,10379,2280
43598-305-62,,28
43598-305-62,1251,18564
43598-309-20,44151,12
43598-313-30,17767,109
43598-314-30,17767,34
43598-315-30,17767,275
43598-315-90,17767,275
43598-316-30,17767,200
43598-316-90,17767,200
43598-317-30,17767,29
43598-318-30,17767,337
43598-318-90,17767,337
43598-319-30,17767,422
43598-319-90,17767,422
43598-320-30,17767,29
43598-321-30,17767,701
43598-321-90,17767,701
43598-322-30,17767,463
43598-322-90,17767,463
43598-323-30,17767,137
43598-330-11,77655,128
43598-331-11,77655,4840
43598-339-60,1191,6949
43598-341-45,21249,63
43598-341-75,21249,3
43598-341-90,21249,63
43598-344-90,,2
43598-344-90,282388,489
43598-345-30,282388,1002
43598-348-37,15657,4
43598-349-01,8727,3382
43598-350-01,8727,5747
43598-390-30,25025,2563
43598-390-90,25025,2563
43598-392-48,6718,3
43598-394-67,10390,369
43598-395-67,10390,124
43598-405-11,8308,21
43598-405-16,8308,21
43598-407-27,283562,9244
43598-407-33,283562,9244
43598-407-52,283562,9244
43598-409-25,237159,5569
43598-410-25,237159,6785
43598-412-25,237159,432
43598-413-11,22299,1221
43598-427-37,15657,4
43598-431-30,7597,28118
43598-431-44,7597,28118
43598-431-60,7597,28118
43598-435-01,4917,5157
43598-436-01,4917,236838
43598-436-11,4917,236838
43598-436-35,4917,236838
43598-437-01,4917,344
43598-445-56,7407,916
43598-446-70,7407,18153
43598-446-74,7407,18153
43598-447-70,7407,50093
43598-447-74,7407,50093
43598-448-28,7407,75768
43598-448-70,7407,75768
43598-448-74,7407,75768
43598-459-01,10798,109
43598-465-62,,28
43598-465-62,1251,18564
43598-478-01,214824,491
43598-478-90,214824,491
43598-479-01,214824,54
43598-479-90,214824,54
43598-494-01,7258,3487
43598-495-01,7258,43957
43598-495-05,7258,43957
43598-505-01,72143,6430
43598-505-10,72143,6430
43598-505-30,72143,6430
43598-509-10,283562,9244
43598-509-30,283562,9244
43598-509-90,283562,9244
43598-510-10,283562,26959
43598-510-30,283562,26959
43598-510-90,283562,26959
43598-529-11,7315,44534
43598-529-36,7315,44534
43598-536-01,42347,28437
43598-536-05,42347,28437
43598-536-60,42347,28437
43598-537-01,42347,78909
43598-537-05,42347,78909
43598-537-60,42347,78909
43598-538-60,42347,12379
43598-541-25,214525,31
43598-546-01,161,25497
43598-546-05,161,25497
43598-547-01,161,67589
43598-547-05,161,67589
43598-548-21,8782,8
43598-548-50,8782,8
43598-549-10,8782,163
43598-549-52,8782,163
43598-550-30,28439,485
43598-551-30,28439,519
43598-552-30,28439,550
43598-553-30,28439,321
43598-554-30,89013,8195
43598-555-30,89013,20152
43598-556-30,89013,13788
43598-557-30,89013,6759
43598-558-30,89013,2742
43598-559-30,89013,1457
43598-563-11,73710,540
43598-563-25,73710,540
43598-564-11,73710,293
43598-564-25,73710,293
43598-565-08,73710,293
43598-565-10,73710,293
43598-566-01,4493,6022
43598-566-30,4493,6022
43598-567-30,10834,5
43598-568-30,10834,13
43598-569-30,10834,5
43598-573-30,358263,5970
43598-574-30,358263,2931
43598-575-30,358263,6796
43598-576-30,358263,633
43598-578-60,358263,378
43598-579-01,1819,1471
43598-579-30,1819,1471
43598-580-01,1819,1844
43598-580-30,1819,1844
43598-581-01,1819,763
43598-581-30,1819,763
43598-582-01,1819,22062
43598-582-30,1819,22062
43598-583-10,36567,340
43598-583-30,36567,340
43598-583-90,36567,340
43598-584-10,36567,1384
43598-584-30,36567,1384
43598-584-90,36567,1384
43598-585-10,36567,1473
43598-585-30,36567,1473
43598-585-90,36567,1473
43598-586-10,36567,323
43598-586-30,36567,323
43598-586-90,36567,323
43598-605-56,10627,1098
43598-606-02,321208,262
43598-606-10,321208,262
43598-607-02,321208,4778
43598-607-10,321208,4778
43598-608-02,321208,123
43598-608-10,321208,123
43598-609-02,321208,577
43598-609-10,321208,577
43598-610-40,72962,3
43598-611-11,72962,22
43598-632-30,4493,1827
43598-635-10,114477,25
43598-635-52,114477,25
43598-636-10,114477,22
43598-636-52,114477,22
43598-637-10,114477,60
43598-637-52,114477,60
43598-655-05,42347,49259
43598-655-30,42347,49259
43598-655-90,42347,49259
43598-656-05,42347,35684
43598-656-30,42347,35684
43598-673-50,25033,362
43598-674-50,25033,238
43598-674-51,25033,238
43598-678-11,1251,18564
43598-682-35,214525,31
43598-683-25,214525,31
43598-697-50,14851,114
43598-698-11,2051,1658
43598-698-58,2051,1658
43598-719-01,2409,30763
43598-719-10,2409,30763
43598-720-01,2409,2302
43598-721-01,5521,43288
43598-721-05,5521,43288
43598-733-30,89013,260
43598-734-30,89013,165
43598-735-30,356887,21095
43598-735-90,356887,21095
43598-741-01,577348,1695
43598-741-30,577348,1695
43598-742-10,36567,340
