rxcui	ndcs
751905	['52544024828', '53002156401', '53002156403', '53002156406', '68788723902']
749862	[]
761986	[]
762004	[]
749882	[]
749863	[]
851751	['00173077800']
851750	['49884088299']
795774	['00173059402']
751563	['13668026699', '69102013710']
758487	[]
758498	[]
758486	[]
758497	[]
992784	['63736000307']
992781	[]
763171	[]
763168	[]
1721312	[]
1487498	['00074322414', '00074322456']
1863148	['66435010856', '66435010899']
1298334	[]
1487500	['00074327114', '00074327156']
896790	['66435010656', '66435010699']
795743	['16241033776']
754738	[]
1653470	['00456110114', '00456110130']
1086790	[]
1653469	[]
1086789	[]
1366022	['36800025056', '36800092702', '46122041162', '50580028220', '50804055102', '57344015002', '63868001520']
1801964	['00045055024', '00363057308', '37808028601', '41250075301', '50580041401', '50580041403', '50580041404', '55301057308', '55319050708', '55910057308', '63868023816', '69842080308', '72036018601']
1366653	['36800092802', '46122007560', '46122041360', '49738071156', '50804055402']
1297404	['00280112220', '00280112240', '00280112620', '00280112640', '00280118720', '00280158020', '00280161020', '00363103102', '00363989020', '49035060524', '49738003708', '51013011808', '51013016808', '68016072120', '68210111102', '69842006908', '69842051720', '69842062920']
1657147	['00113751590', '00113758190', '00363062224', '00363071824', '00363072324', '00363082024', '00363221024', '00363221824', '00363989624', '11673051824', '11673092024', '11822071700', '11822159101', '21130051824', '21130090624', '21130092024', '30142081190', '36800057390', '36800066724', '37000051648', '37012060990', '41163026990', '41163065190', '41250044890', '41250065290', '41520099790', '49035058604', '49035058704', '51013041604', '59779055424', '59779056424', '63824051924', '63824051948', '63824059424', '63824059448', '63824069024', '63824069048', '69842072024', '69842082224', '69842090624', '69842090824', '72828052024']
1939343	['00363615609', '11673069409', '11822569409', '63824020420', '63824025101']
1250983	['11523476501']
857361	[]
857534	[]
1926602	[]
1926601	['00045011321', '00363438509', '11822948509', '50580023901', '50580073601', '69842093809']
1150118	[]
1150117	[]
1661567	['00078063019']
1661466	[]
1363408	['42388001114']
1364581	['42388001314']
1363312	[]
1364580	[]
751901	['00378728153', '00378728185', '57297084311', '57297084313', '68180084311', '68180084313', '68462067291', '68462067295']
1020155	['00781558436', '00781558491', '70700011787']
762663	['00555912366']
759469	['52544096691']
751902	[]
1661092	['16714036601', '16714036603']
1115016	['13913000616']
1115015	[]
763019	[]
763015	[]
1798388	['47918088018']
1798387	[]
1232154	[]
1232159	['61755000501', '61755000502', '61755000554', '61755000555']
643193	[]
644301	['50242008001', '50242008002', '50242008086']
1864423	[]
1864425	['50242008003', '50242008088']
1306074	[]
1306076	['50242008201', '50242008202', '50242008287']
1011625	[]
1011626	['68782000102']
1921009	[]
1921010	['00074081702']
1801070	[]
1801075	[]
1661111	[]
1661113	[]
1928468	[]
1928470	[]
1111370	[]
1544403	[]
1544404	['59137050500', '59137050501', '59137050504']
1921016	[]
1921017	['00074061602', '00074061671']
1551887	[]
1551888	['00074634702']
978725	[]
978727	['00069019501', '00069019502', '62856025001']
978733	[]
978735	['00069019601', '00069019602', '62856050001']
1361850	[]
853480	[]
749811	[]
749813	['15054106003', '15054106004']
1544378	[]
1544383	['59137051000', '59137051001', '59137051004']
1356824	[]
1356827	['24856000100']
1794451	[]
1801174	[]
1659754	[]
1659755	[]
1928330	[]
1928332	[]
1427051	[]
864781	[]
805571	[]
805572	[]
857965	[]
857966	[]
752899	[]
825334	['62935075375', '62935075474']
1544385	[]
1544386	['59137051500', '59137051501', '59137051504']
858073	[]
858074	['50458056001']
762830	[]
762833	['00013264902']
762834	[]
762836	['00013265002']
762837	[]
762839	['00013265102']
762841	[]
762843	['00013265202']
762873	[]
762875	['00013265302']
762846	[]
762849	['00013265402']
762850	[]
762852	['00013265502']
762857	[]
762859	['00013265601', '00013265602']
762866	[]
762868	['00013265702']
762895	[]
762897	['00013265802']
1190536	[]
1190608	[]
978736	[]
978737	['00069020601', '00069020602', '62856075001']
731167	[]
731250	['55513002301', '55513002304']
731171	[]
731231	['55513002701', '55513002704']
854228	['00548560100', '00548563100', '00703853021', '00703853023', '00781311901', '00781311963', '00781313301', '00781313363', '00955100310', '16714000601', '16714000610', '55154544005', '55154544105', '55154668805', '55154939905', '60505079100', '60505079104', '63323053301', '63323053313', '63323053383', '63323053393', '63323055921', '63323055993', '63323056883', '63323056894', '71288041080', '71288041081']
854232	['00075062430', '00075801301', '00075801310', '55154402405']
760638	[]
760640	[]
749817	[]
749818	['15054109003', '15054109004']
1544387	[]
1544388	['59137052000', '59137052001', '59137052004']
1792483	[]
1792485	['59353040009']
758169	[]
1591961	['00004040109', '59353040109']
804171	[]
1591964	['00004040209', '59353040209']
758159	[]
1591967	['00004040309', '59353040309']
758160	[]
1591970	['59353040409']
758162	[]
1591973	['00004040509', '59353040509']
763615	[]
1098122	[]
1098124	[]
1544389	[]
1544390	['59137052500', '59137052501', '59137052504']
854787	[]
1361563	['00052031301', '00052031381']
752884	[]
825325	['62935045345', '62935045444']
752894	[]
825335	['62935022004', '62935022104', '62935022305']
1925254	[]
1925255	['00003281411']
1872979	[]
1872980	['00074055401', '00074055402', '00074055471', '00074055474']
1921465	[]
1921466	[]
1726844	[]
1726846	['00074024302', '00074024371']
rxcui	ndcs
763564	[]
763565	['00074937402', '00074937471']
1605171	[]
1605172	['55513009801', '55513009804']
731181	[]
731227	['55513002101', '55513002104']
731174	[]
731235	['55513002801', '55513002804']
854235	['00548560200', '00548563200', '00703854021', '00703854023', '00781311902', '00781311964', '00781322402', '00781322464', '00955100410', '16714001601', '16714001610', '50090344500', '55154669005', '55154957605', '60505079200', '60505079204', '63323053501', '63323053508', '63323053587', '63323053598', '63323056421', '63323056497', '63323056887', '63323056896', '71288041082', '71288041083']
854236	['00075062040', '00075801401', '00075801410', '55154402805']
861363	['00781345412', '00781345494', '00781345495', '11797015502', '11797015506', '11797015509', '43598060802', '43598060810', '43598060811', '55111067902', '55111067910', '55111067911', '55150023100', '55150023102', '55150023110', '60505607900', '60505607904', '67457058300', '67457058304', '67457069400', '67457069410', '70710151502', '70710151506', '70710151509']
861364	['67457059300', '67457059304']
1810484	[]
1810489	['47426010106']
1594757	[]
1594759	[]
1441402	[]
1441407	['54436001001', '54436001002', '54436001003', '54436001004']
1747179	[]
1747181	['54436001201', '54436001202', '54436001203', '54436001204']
1441411	[]
1441413	['54436001501', '54436001502', '54436001503', '54436001504']
1747185	[]
1747187	['54436001701', '54436001702', '54436001703', '54436001704']
1441416	[]
1441418	['54436002001', '54436002002', '54436002003', '54436002004']
1544394	['59137053000', '59137053001', '59137053004']
1747192	[]
1747194	['54436002201', '54436002202', '54436002203', '54436002204']
1441422	[]
1441424	['54436002501', '54436002502', '54436002503', '54436002504']
1244063	[]
1244064	['65649055204']
1495293	[]
1495298	['60842003001']
1855730	['72853005102']
1855732	['60842005101']
1091723	[]
1091725	['08065183004']
731176	[]
731245	['55513005701', '55513005704']
1720263	[]
1720268	['25682001001', '25682001012']
1544395	[]
1544396	['59137053500', '59137053501', '59137053504']
829987	[]
829989	['58160081143', '58160081152']
830555	[]
830557	['58160081243', '58160081252']
805375	[]
805378	['49281051005', '49281051105']
1534820	[]
1534822	['00173086701', '00173086702', '00173086735', '00173086761']
1534800	[]
1534805	['00173086601', '00173086602', '00173086635', '00173086661']
763470	[]
763472	['00009518101', '00009518110', '63539012110', '63539012111']
763473	[]
763474	['00009518201', '00009518211', '63539022120', '63539022121']
857285	[]
857284	[]
1190793	['00517080525']
1805015	[]
1805016	[]
1300205	[]
1300206	['49281040005', '49281040010', '49281040058']
1300189	[]
1300191	['49281040015', '49281040020', '49281040088', '49281040089']
1300308	[]
1300310	['49281028601', '49281028605', '49281028610', '49281028658']
1300368	[]
1300370	['58160084205', '58160084232', '58160084234', '58160084241', '58160084243', '58160084252']
1300377	[]
1300378	['50090183100', '50090183109', '58160084201', '58160084211']
830549	[]
830552	['58160081201', '58160081211']
1300385	[]
1300386	['58160081001', '58160081011', '58160084051']
1300382	[]
1300384	['50090288300', '50090288309', '58160081043', '58160081051', '58160081052']
1607803	[]
1607808	['49281056210', '49281056258', '49281056410', '49281056458']
760195	[]
1098137	[]
1098139	['08065183905']
727505	[]
727507	['44087115001']
978740	[]
978741	['00069022001', '00069022002', '62856012501']
730044	[]
730046	['55513002501', '55513002504']
801957	['00093613732', '68682065020']
801958	['66490065020']
807277	[]
807279	[]
1190916	['49281021510', '49281021558']
807273	[]
807276	[]
1190919	['49281021515', '49281021588']
205259	[]
1244205	['49281022510', '49281022558']
1870937	['57884302100']
1551295	[]
1551300	['00002143301', '00002143361', '00002143380', '50090348400']
1551304	[]
1551306	['00002143401', '00002143461', '00002143480']
1876137	[]
1876138	['55513074001', '55513074010']
727535	[]
727537	['55513092401', '55513092410', '55513092491']
1605066	[]
1605071	['61314030401', '61314030410', '61314031801', '61314031805', '61314031810']
1654171	[]
1594432	['44087111301', '44087111501']
902721	[]
415314	[]
604379	[]
388911	[]
604377	[]
861360	['00781344312', '00781344394', '00781344395', '11797015402', '11797015406', '11797015409', '43598060702', '43598060710', '43598060711', '55111067802', '55111067810', '55111067811', '55150023000', '55150023002', '55150023010', '60505607800', '60505607804', '67457058200', '67457058210', '67457069300', '67457069310', '70710151402', '70710151406', '70710151409']
861362	['67457059200', '67457059210']
855200	['00052030151', '00052030181', '55566100001']
1653142	[]
1653144	['57894007002', '57894007089']
848160	[]
848164	['57894007001', '57894007090']
798440	[]
798443	['00006489800', '00006489801']
798447	[]
798451	['00006489700', '00006489701']
1437911	[]
1437916	[]
1300466	[]
1300468	['49281054458', '49281054503', '49281054505', '49281054515', '49281054758', '49281054858']
1300808	[]
1300810	['58160080601', '58160080605', '58160081601', '58160081605', '58160081811']
1361853	['00409131611', '00409131625', '00409131632', '00409131666', '55154238005']
1658634	['63323054302', '63323054303', '63323054313']
1658065	[]
1658066	['58160082501', '58160082511', '58160083701']
798481	[]
798482	['58160082543', '58160082551', '58160082552']
763304	[]
1658105	[]
1658106	['00006483101', '00006483141']
836635	[]
836636	['00006409501', '00006409502', '00006409509']
825024	[]
825138	[]
995012	[]
825157	[]
825159	['13533063603', '13533063630']
1658154	[]
1658155	['00006498100', '00006498101', '50090171600', '50090171609']
830252	[]
830253	['00006409301', '00006409302', '00006409309']
1658142	[]
1658144	['58160082001', '58160082011']
798429	[]
798430	['50090170600', '50090170609', '58160082043', '58160082052', '58160085635']
1301889	[]
1301891	[]
1433251	['00409128304', '00409128305']
1872752	['76045000903', '76045000905', '76045000906', '76045000996']
1801606	[]
1801611	[]
1657139	[]
1657144	[]
1724010	[]
1724012	[]
1801187	[]
1801189	[]
1794440	[]
1858963	[]
1799106	[]
1801186	[]
1799398	[]
1799403	[]
1801082	[]
1661802	[]
1661807	[]
1659746	[]
1659748	[]
1657844	[]
1657846	[]
1659737	[]
1803019	[]
1803024	[]
1660924	[]
1660929	[]
1801178	[]
1801183	[]
1658711	[]
1658714	[]
1799109	[]
1799123	[]
1801161	[]
1801163	[]
1657231	[]
1657236	[]
1659981	[]
1659983	[]
1928312	[]
1928317	[]
1928358	[]
1928359	[]
1942161	[]
1942166	[]
1942127	[]
1942132	[]
1928302	[]
1928307	[]
1928336	[]
1928960	[]
1928965	[]
1928982	[]
1928360	[]
1928362	[]
1928472	[]
1928880	[]
1928339	[]
1928344	[]
1928538	[]
1928540	[]
1427037	[]
1428988	[]
864797	[]
805533	[]
805536	[]
805562	[]
805564	[]
805570	[]
857924	[]
857928	[]
857932	[]
857936	[]
890948	[]
1116742	[]
805480	[]
805510	[]
727853	[]
804934	[]
727854	[]
804935	[]
763208	[]
792479	[]
727848	[]
804933	[]
760641	[]
760642	[]
1649994	[]
1649996	['44087332201', '44087332209']
758029	[]
758032	['44087002203', '44087002209']
1650899	[]
1650901	['59627033304']
727813	[]
727816	['59627000207', '59627022205']
1650003	[]
1650004	['44087334401', '44087334409']
758025	[]
758027	['44087004403', '44087004409']
240448	[]
751970	['42238011101', '42238011112', '75987011110', '75987011111']
1300781	[]
1300783	['42515000100', '42515000101', '42515000201', '62195005101', '62195005110']
798271	[]
798274	[]
798276	[]
798278	[]
1597094	[]
1597099	['00006411901', '00006411902', '00006411903', '50090244300']
1597101	[]
1597103	['00006412101', '00006412102']
749814	[]
749816	['15054112003', '15054112004']
752889	[]
825333	['62935030330', '62935030529']
1150114	[]
727827	[]
804183	[]
804186	['00006468100', '00006468101', '00247040310', '50090186000', '50090186009']
1292440	[]
1292443	['00006417100', '00006417101', '00006499900', '00006499901']
1658226	[]
1658228	[]
1601402	[]
1601407	['46028011411', '58160097602', '58160097606', '58160097620']
1665699	[]
1665700	['00409120301', '00409120311']
1544397	[]
1544398	['59137054000', '59137054001', '59137054004']
797638	[]
797641	['49281058905', '49281058958']
797643	[]
797645	[]
901514	[]
901518	['46028020801', '58160095509']
