42Q6.00	none	APTT_r
42Q6.00	ratio	APTT_r
42Q6.00	second	PTT
42Q6.00	/second	PTT
42Qt.00	none	APTT_r
42Qt.00	ratio	APTT_r
42Qt.00	second	APTT_r
42Qu.00	01-jan	APTT_r
42Qu.00	none	APTT_r
42Qu.00	ratio	APTT_r
42Qu.00	second	APTT_r
42Qw.00	none	APTT
42Qw.00	ratio	APTT_r
42Qw.00	s	APTT
42Qw.00	second	APTT
