"icd9cm","icd10cm","flags","approximate","no_map","combination","scenario","choice_list"
"0301","00CW4ZZ","10000",1,0,0,0,0
"0301","00CX4ZZ","10000",1,0,0,0,0
"0301","00C30ZZ","10000",1,0,0,0,0
"0301","00CX3ZZ","10000",1,0,0,0,0
"0301","00CT3ZZ","10000",1,0,0,0,0
"0301","00CW3ZZ","10000",1,0,0,0,0
"0301","00C34ZZ","10000",1,0,0,0,0
"0301","00CW0ZZ","10000",1,0,0,0,0
"0301","00CT4ZZ","10000",1,0,0,0,0
"0301","00CY0ZZ","10000",1,0,0,0,0
"0302","00JV0ZZ","10000",1,0,0,0,0
"0302","A300","00000",0,0,0,0,0
"0302","00JU0ZZ","10000",1,0,0,0,0
"0303","A303","10000",1,0,0,0,0
"0308","A308","00000",0,0,0,0,0
"0309","009Y0ZZ","10000",1,0,0,0,0
"0309","0SB03ZZ","10000",1,0,0,0,0
"0309","00NY0ZZ","10000",1,0,0,0,0
"0309","A309","00000",0,0,0,0,0
"0309","0SB84ZZ","10000",1,0,0,0,0
"0309","0SB63ZZ","10000",1,0,0,0,0
"0309","00NX4ZZ","10000",1,0,0,0,0
"0309","009W0ZZ","10000",1,0,0,0,0
"0309","009Y00Z","10000",1,0,0,0,0
"0309","009Y4ZZ","10000",1,0,0,0,0
"0309","009T30Z","10000",1,0,0,0,0
"0309","0SB70ZZ","10000",1,0,0,0,0
"0309","0RB04ZZ","10000",1,0,0,0,0
"0309","0SB00ZZ","10000",1,0,0,0,0
"0309","0RB43ZZ","10000",1,0,0,0,0
"0309","009W3ZZ","10000",1,0,0,0,0
"0309","0RB40ZZ","10000",1,0,0,0,0
"0309","00NY3ZZ","10000",1,0,0,0,0
"0309","0RB14ZZ","10000",1,0,0,0,0
"0309","009X00Z","10000",1,0,0,0,0
"0309","0SB60ZZ","10000",1,0,0,0,0
"0309","009X0ZZ","10000",1,0,0,0,0
"0309","009T0ZZ","10000",1,0,0,0,0
"0309","00NW4ZZ","10000",1,0,0,0,0
"0309","0RBA0ZZ","10000",1,0,0,0,0
"0309","009T3ZZ","10000",1,0,0,0,0
"0309","009Y30Z","10000",1,0,0,0,0
"0309","0SB83ZZ","10000",1,0,0,0,0
"0309","0SB53ZZ","10000",1,0,0,0,0
"0309","009X30Z","10000",1,0,0,0,0
"0309","0RB10ZZ","10000",1,0,0,0,0
"0309","0RB63ZZ","10000",1,0,0,0,0
"0309","009X4ZZ","10000",1,0,0,0,0
"0309","009W40Z","10000",1,0,0,0,0
"0309","0RB13ZZ","10000",1,0,0,0,0
"0309","0SB74ZZ","10000",1,0,0,0,0
"0309","00JU0ZZ","10000",1,0,0,0,0
"0309","0SB64ZZ","10000",1,0,0,0,0
"0309","009Y40Z","10000",1,0,0,0,0
"0309","0SB50ZZ","10000",1,0,0,0,0
"0309","00NX3ZZ","10000",1,0,0,0,0
"0309","0RB00ZZ","10000",1,0,0,0,0
"0309","009X40Z","10000",1,0,0,0,0
"0309","0SB30ZZ","10000",1,0,0,0,0
"0309","0SB34ZZ","10000",1,0,0,0,0
"0309","0SB73ZZ","10000",1,0,0,0,0
"0309","009W4ZZ","10000",1,0,0,0,0
"0309","009W00Z","10000",1,0,0,0,0
"0309","0RBA3ZZ","10000",1,0,0,0,0
"0309","009W30Z","10000",1,0,0,0,0
"0309","009T00Z","10000",1,0,0,0,0
"0309","0SB04ZZ","10000",1,0,0,0,0
"0309","0RB03ZZ","10000",1,0,0,0,0
"0309","009X3ZZ","10000",1,0,0,0,0
"0309","009T40Z","10000",1,0,0,0,0
"0309","00NW3ZZ","10000",1,0,0,0,0
"0309","0SB33ZZ","10000",1,0,0,0,0
"0309","00NY4ZZ","10000",1,0,0,0,0
"0309","009U0ZZ","10000",1,0,0,0,0
"0309","00NX0ZZ","10000",1,0,0,0,0
"0309","009T4ZZ","10000",1,0,0,0,0
"0309","0RBA4ZZ","10000",1,0,0,0,0
"0309","00JV0ZZ","10000",1,0,0,0,0
"0309","0SB54ZZ","10000",1,0,0,0,0
"0309","009U00Z","10000",1,0,0,0,0
"0309","0RB64ZZ","10000",1,0,0,0,0
"0309","0RB60ZZ","10000",1,0,0,0,0
"0309","009Y3ZZ","10000",1,0,0,0,0
"0309","00NW0ZZ","10000",1,0,0,0,0
"0309","0SB80ZZ","10000",1,0,0,0,0
"0309","0RB44ZZ","10000",1,0,0,0,0
"031","01880ZZ","10000",1,0,0,0,0
"031","018B3ZZ","10000",1,0,0,0,0
"031","018R0ZZ","10000",1,0,0,0,0
"031","018R3ZZ","10000",1,0,0,0,0
"031","01813ZZ","10000",1,0,0,0,0
"031","01814ZZ","10000",1,0,0,0,0
"031","01884ZZ","10000",1,0,0,0,0
"031","01810ZZ","10000",1,0,0,0,0
"031","01883ZZ","10000",1,0,0,0,0
"031","018B0ZZ","10000",1,0,0,0,0
"031","018B4ZZ","10000",1,0,0,0,0
"031","018R4ZZ","10000",1,0,0,0,0
"0310","A310","00000",0,0,0,0,0
"0311","A311","00000",0,0,0,0,0
"0312","A312","00000",0,0,0,0,0
"0318","A318","00000",0,0,0,0,0
"0319","A319","00000",0,0,0,0,0
"0320","A360","00000",0,0,0,0,0
"0321","008Y3ZZ","10000",1,0,0,0,0
"0321","008X4ZZ","10000",1,0,0,0,0
"0321","008W3ZZ","10000",1,0,0,0,0
"0321","008Y4ZZ","10000",1,0,0,0,0
"0321","A361","00000",0,0,0,0,0
"0321","008W4ZZ","10000",1,0,0,0,0
"0321","008X3ZZ","10000",1,0,0,0,0
"0322","A3689","10000",1,0,0,0,0
"0323","A362","00000",0,0,0,0,0
"03281","A3686","00000",0,0,0,0,0
"03282","A3681","00000",0,0,0,0,0
"03283","A3689","10000",1,0,0,0,0
"03284","A3685","00000",0,0,0,0,0
"03285","A363","00000",0,0,0,0,0
"03289","A3682","10000",1,0,0,0,0
"03289","A3683","10000",1,0,0,0,0
"03289","A3689","10000",1,0,0,0,0
"03289","A3684","10000",1,0,0,0,0
"0329","00PV0JZ","10000",1,0,0,0,0
"0329","00WV33Z","10000",1,0,0,0,0
"0329","00WV3KZ","10000",1,0,0,0,0
"0329","A369","00000",0,0,0,0,0
"0329","00WV0JZ","10000",1,0,0,0,0
"0329","00WV3MZ","10000",1,0,0,0,0
"0329","00WV0MZ","10000",1,0,0,0,0
"0329","00WV42Z","10000",1,0,0,0,0
"0329","008Y0ZZ","10000",1,0,0,0,0
"0329","00PV30Z","10000",1,0,0,0,0
"0329","00PV4KZ","10000",1,0,0,0,0
"0329","00PV4JZ","10000",1,0,0,0,0
"0329","00WV4MZ","10000",1,0,0,0,0
"0329","00PV3KZ","10000",1,0,0,0,0
"0329","00PV07Z","10000",1,0,0,0,0
"0329","00WV03Z","10000",1,0,0,0,0
"0329","008W0ZZ","10000",1,0,0,0,0
"0329","00PV37Z","10000",1,0,0,0,0
"0329","00PV43Z","10000",1,0,0,0,0
"0329","00WV4JZ","10000",1,0,0,0,0
"0329","00WV3JZ","10000",1,0,0,0,0
"0329","00PV47Z","10000",1,0,0,0,0
"0329","00PV0KZ","10000",1,0,0,0,0
"0329","00PV02Z","10000",1,0,0,0,0
"0329","00PV40Z","10000",1,0,0,0,0
"0329","00PV03Z","10000",1,0,0,0,0
"0329","00WV47Z","10000",1,0,0,0,0
"0329","00PV00Z","10000",1,0,0,0,0
"0329","00WV32Z","10000",1,0,0,0,0
"0329","00WV0KZ","10000",1,0,0,0,0
"0329","00WV37Z","10000",1,0,0,0,0
"0329","00WV30Z","10000",1,0,0,0,0
"0329","00WV02Z","10000",1,0,0,0,0
"0329","00PV42Z","10000",1,0,0,0,0
"0329","00PV32Z","10000",1,0,0,0,0
"0329","00PV33Z","10000",1,0,0,0,0
"0329","00PV3JZ","10000",1,0,0,0,0
"0329","00WV4KZ","10000",1,0,0,0,0
"0329","00WV40Z","10000",1,0,0,0,0
"0329","00WV00Z","10000",1,0,0,0,0
"0329","00WV43Z","10000",1,0,0,0,0
"0329","00WV07Z","10000",1,0,0,0,0
"0329","008X0ZZ","10000",1,0,0,0,0
"0330","A3700","10000",1,0,0,0,0
"0331","009U30Z","10000",1,0,0,0,0
"0331","009U40Z","10000",1,0,0,0,0
"0331","A3710","10000",1,0,0,0,0
"0331","009U4ZZ","10000",1,0,0,0,0
"0331","009U3ZZ","10000",1,0,0,0,0
"0332","00BT0ZX","10000",1,0,0,0,0
"0332","009W3ZX","10000",1,0,0,0,0
"0332","00BX4ZX","10000",1,0,0,0,0
"0332","009W0ZX","10000",1,0,0,0,0
"0332","009T0ZX","10000",1,0,0,0,0
"0332","00BY4ZX","10000",1,0,0,0,0
"0332","00BT3ZX","10000",1,0,0,0,0
"0332","009X3ZX","10000",1,0,0,0,0
"0332","00BY3ZX","10000",1,0,0,0,0
"0332","00BX3ZX","10000",1,0,0,0,0
"0332","009Y3ZX","10000",1,0,0,0,0
"0332","009Y4ZX","10000",1,0,0,0,0
"0332","00BW0ZX","10000",1,0,0,0,0
"0332","00BX0ZX","10000",1,0,0,0,0
"0332","00BY0ZX","10000",1,0,0,0,0
"0332","00BW3ZX","10000",1,0,0,0,0
"0332","009U3ZX","10000",1,0,0,0,0
"0332","009X0ZX","10000",1,0,0,0,0
"0332","00BW4ZX","10000",1,0,0,0,0
"0332","009Y0ZX","10000",1,0,0,0,0
"0332","009W4ZX","10000",1,0,0,0,0
"0332","009U4ZX","10000",1,0,0,0,0
"0332","009X4ZX","10000",1,0,0,0,0
"0332","009U0ZX","10000",1,0,0,0,0
"0332","009T4ZX","10000",1,0,0,0,0
"0332","009T3ZX","10000",1,0,0,0,0
"0332","00BT4ZX","10000",1,0,0,0,0
"0338","A3780","10000",1,0,0,0,0
"0339","00JU4ZZ","10000",1,0,0,0,0
"0339","00JV4ZZ","10000",1,0,0,0,0
"0339","00JV3ZZ","10000",1,0,0,0,0
"0339","00JU3ZZ","10000",1,0,0,0,0
"0339","A3790","10000",1,0,0,0,0
"034","00BY4ZZ","10000",1,0,0,0,0
"034","005T0ZZ","10000",1,0,0,0,0
"034","00BT3ZZ","10000",1,0,0,0,0
"034","005W0ZZ","10000",1,0,0,0,0
"034","005X4ZZ","10000",1,0,0,0,0
"034","00BY0ZZ","10000",1,0,0,0,0
"034","00BX4ZZ","10000",1,0,0,0,0
"034","005T3ZZ","10000",1,0,0,0,0
"034","00BT4ZZ","10000",1,0,0,0,0
"034","00BY3ZZ","10000",1,0,0,0,0
"034","00BW0ZZ","10000",1,0,0,0,0
"034","00BT0ZZ","10000",1,0,0,0,0
"034","00BW4ZZ","10000",1,0,0,0,0
"034","005W4ZZ","10000",1,0,0,0,0
"034","005Y0ZZ","10000",1,0,0,0,0
"034","005W3ZZ","10000",1,0,0,0,0
"034","005X0ZZ","10000",1,0,0,0,0
"034","005X3ZZ","10000",1,0,0,0,0
"034","005T4ZZ","10000",1,0,0,0,0
"034","005Y4ZZ","10000",1,0,0,0,0
"034","005Y3ZZ","10000",1,0,0,0,0
"034","00BW3ZZ","10000",1,0,0,0,0
"034","00BX3ZZ","10000",1,0,0,0,0
"034","00BX0ZZ","10000",1,0,0,0,0
"0340","J0300","10000",1,0,0,0,0
"0340","J020","10000",1,0,0,0,0
"0341","A389","10000",1,0,0,0,0
"035","A46","00000",0,0,0,0,0
"0351","00QT4ZZ","10000",1,0,0,0,0
"0351","005T4ZZ","10000",1,0,0,0,0
"0351","00QT3ZZ","10000",1,0,0,0,0
"0351","005T0ZZ","10000",1,0,0,0,0
"0351","00QT0ZZ","10000",1,0,0,0,0
"0351","005T3ZZ","10000",1,0,0,0,0
"0352","00QT4ZZ","10000",1,0,0,0,0
"0352","00QT0ZZ","10000",1,0,0,0,0
"0352","00QT3ZZ","10000",1,0,0,0,0
"0353","0QS134Z","10000",1,0,0,0,0
"0353","0QS044Z","10000",1,0,0,0,0
"0353","0PS3XZZ","10000",1,0,0,0,0
"0353","0PS40ZZ","10000",1,0,0,0,0
"0353","0QS03ZZ","10000",1,0,0,0,0
"0353","0PS344Z","10000",1,0,0,0,0
"0353","0QS1XZZ","10000",1,0,0,0,0
"0353","0QSS44Z","10000",1,0,0,0,0
"0353","0PS434Z","10000",1,0,0,0,0
"0353","0PS44ZZ","10000",1,0,0,0,0
"0353","0PS334Z","10000",1,0,0,0,0
"0353","0PS43ZZ","10000",1,0,0,0,0
"0353","0QSSXZZ","10000",1,0,0,0,0
"0353","0QS004Z","10000",1,0,0,0,0
"0353","0PS4XZZ","10000",1,0,0,0,0
"0353","0PS444Z","10000",1,0,0,0,0
"0353","0QSS04Z","10000",1,0,0,0,0
"0353","0QS14ZZ","10000",1,0,0,0,0
"0353","0QS13ZZ","10000",1,0,0,0,0
"0353","0QS0XZZ","10000",1,0,0,0,0
"0353","0QS104Z","10000",1,0,0,0,0
"0353","0PS404Z","10000",1,0,0,0,0
"0353","0QS04ZZ","10000",1,0,0,0,0
"0353","0QSS3ZZ","10000",1,0,0,0,0
"0353","0QSS4ZZ","10000",1,0,0,0,0
"0353","0PS34ZZ","10000",1,0,0,0,0
"0353","0QS00ZZ","10000",1,0,0,0,0
"0353","0QS144Z","10000",1,0,0,0,0
"0353","0QS034Z","10000",1,0,0,0,0
"0353","0PS30ZZ","10000",1,0,0,0,0
"0353","0QS10ZZ","10000",1,0,0,0,0
"0353","0QSS34Z","10000",1,0,0,0,0
"0353","0PS33ZZ","10000",1,0,0,0,0
"0353","0PS304Z","10000",1,0,0,0,0
"0353","0QSS0ZZ","10000",1,0,0,0,0
"0359","00QY3ZZ","10000",1,0,0,0,0
"0359","00QW4ZZ","10000",1,0,0,0,0
"0359","00QY4ZZ","10000",1,0,0,0,0
"0359","00QT3ZZ","10000",1,0,0,0,0
"0359","00QX4ZZ","10000",1,0,0,0,0
"0359","00QX3ZZ","10000",1,0,0,0,0
"0359","00QW3ZZ","10000",1,0,0,0,0
"0359","00QT4ZZ","10000",1,0,0,0,0
"0359","00QT0ZZ","10000",1,0,0,0,0
"0359","00QX0ZZ","10000",1,0,0,0,0
"0359","00QY0ZZ","10000",1,0,0,0,0
"0359","00QW0ZZ","10000",1,0,0,0,0
"036","00NX0ZZ","10000",1,0,0,0,0
"036","00NX3ZZ","10000",1,0,0,0,0
"036","00NW4ZZ","10000",1,0,0,0,0
"036","00NY4ZZ","10000",1,0,0,0,0
"036","00NW0ZZ","10000",1,0,0,0,0
"036","00NY0ZZ","10000",1,0,0,0,0
"036","00NX4ZZ","10000",1,0,0,0,0
"036","00NY3ZZ","10000",1,0,0,0,0
"036","00NW3ZZ","10000",1,0,0,0,0
"0360","A390","00000",0,0,0,0,0
"0361","A3981","00000",0,0,0,0,0
"0362","A394","10000",1,0,0,0,0
"0363","A391","00000",0,0,0,0,0
"03640","A3950","00000",0,0,0,0,0
"03641","A3953","00000",0,0,0,0,0
"03642","A3951","00000",0,0,0,0,0
"03643","A3952","00000",0,0,0,0,0
"03681","A3982","10000",1,0,0,0,0
"03682","A3983","10000",1,0,0,0,0
"03689","A3989","00000",0,0,0,0,0
"0369","A399","00000",0,0,0,0,0
"037","A35","00000",0,0,0,0,0
"0371","001U0K6","10000",1,0,0,0,0
"0371","001U0J6","10000",1,0,0,0,0
"0371","001U3J6","10000",1,0,0,0,0
"0371","001U076","10000",1,0,0,0,0
"0371","001U376","10000",1,0,0,0,0
"0371","001U3K6","10000",1,0,0,0,0
"0372","001U077","10000",1,0,0,0,0
"0372","001U3J7","10000",1,0,0,0,0
"0372","001U0J7","10000",1,0,0,0,0
"0372","001U377","10000",1,0,0,0,0
"0372","001U0K7","10000",1,0,0,0,0
"0372","001U3K7","10000",1,0,0,0,0
"0379","001U379","10000",1,0,0,0,0
"0379","001U0K9","10000",1,0,0,0,0
"0379","001U0J9","10000",1,0,0,0,0
"0379","001U0J4","10000",1,0,0,0,0
"0379","001U374","10000",1,0,0,0,0
"0379","001U0K4","10000",1,0,0,0,0
"0379","001U3K4","10000",1,0,0,0,0
"0379","001U3K9","10000",1,0,0,0,0
"0379","001U3J4","10000",1,0,0,0,0
"0379","001U3J9","10000",1,0,0,0,0
"0379","001U074","10000",1,0,0,0,0
"0379","001U079","10000",1,0,0,0,0
"038","3E0S3TZ","10000",1,0,0,0,0
"038","3E0R3TZ","10000",1,0,0,0,0
"0380","A409","10000",1,0,0,0,0
"03810","A412","10000",1,0,0,0,0
"03811","A4101","10000",1,0,0,0,0
"03812","A4102","10000",1,0,0,0,0
"03819","A411","10000",1,0,0,0,0
"0382","A403","10000",1,0,0,0,0
"0383","A414","10000",1,0,0,0,0
"03840","A4150","10000",1,0,0,0,0
"03841","A413","10000",1,0,0,0,0
"03842","A4151","10000",1,0,0,0,0
"03843","A4152","10000",1,0,0,0,0
"03844","A4153","10000",1,0,0,0,0
"03849","A4159","10000",1,0,0,0,0
"0388","A4189","10000",1,0,0,0,0
"0389","A419","10000",1,0,0,0,0
"0390","00HV33Z","10000",1,0,0,0,0
"0390","00HU33Z","10000",1,0,0,0,0
"0390","00HU03Z","10000",1,0,0,0,0
"0390","00HV43Z","10000",1,0,0,0,0
"0390","L081","10000",1,0,0,0,0
"0390","00HV03Z","10000",1,0,0,0,0
"0390","00HU43Z","10000",1,0,0,0,0
"0391","3E0R3BZ","10000",1,0,0,0,0
"0391","3E0S3CZ","10000",1,0,0,0,0
"0391","3E0R3CZ","10000",1,0,0,0,0
"0391","3E0S3BZ","10000",1,0,0,0,0
"0391","A420","10000",1,0,0,0,0
"0392","3E0R0AZ","10000",1,0,0,0,0
"0392","3E0R3NZ","10000",1,0,0,0,0
"0392","3E0R3KZ","10000",1,0,0,0,0
"0392","3E0R0E1","10000",1,0,0,0,0
"0392","3E0S3SF","10000",1,0,0,0,0
"0392","3E0S3GC","10000",1,0,0,0,0
"0392","3E0S3NZ","10000",1,0,0,0,0
"0392","3E0S7SF","10000",1,0,0,0,0
"0392","A421","00000",0,0,0,0,0
"0392","3E0R3E0","10000",1,0,0,0,0
"0392","3E0R3GC","10000",1,0,0,0,0
"0392","3E0R33Z","10000",1,0,0,0,0
"0392","3E0R3SF","10000",1,0,0,0,0
"0392","3E0S3HZ","10000",1,0,0,0,0
"0392","3E0R7SF","10000",1,0,0,0,0
"0392","3E0R3AZ","10000",1,0,0,0,0
"0392","3E0R36Z","10000",1,0,0,0,0
"0392","3E0R3E1","10000",1,0,0,0,0
"0392","3E0R0E0","10000",1,0,0,0,0
"0392","3E0S36Z","10000",1,0,0,0,0
"0392","3E0S3KZ","10000",1,0,0,0,0
"0392","3E0S37Z","10000",1,0,0,0,0
"0392","3E0R3HZ","10000",1,0,0,0,0
"0392","3E0S33Z","10000",1,0,0,0,0
"0392","3E0R37Z","10000",1,0,0,0,0
"0393","00HU3MZ","10000",1,0,0,0,0
"0393","00HV4MZ","10111",1,0,1,1,1
"0393","00PV0MZ","10112",1,0,1,1,2
"0393","A422","00000",0,0,0,0,0
"0393","00HV0MZ","10111",1,0,1,1,1
"0393","00HV0MZ","10000",1,0,0,0,0
"0393","00PV3MZ","10112",1,0,1,1,2
"0393","00PV4MZ","10112",1,0,1,1,2
"0393","00HU0MZ","10000",1,0,0,0,0
"0393","00HV3MZ","10111",1,0,1,1,1
"0393","00HV3MZ","10000",1,0,0,0,0
"0393","00HU4MZ","10000",1,0,0,0,0
"0393","00HV4MZ","10000",1,0,0,0,0
"0394","00PU3MZ","10000",1,0,0,0,0
"0394","B479","10000",1,0,0,0,0
"0394","00PV4MZ","10000",1,0,0,0,0
"0394","00PV0MZ","10000",1,0,0,0,0
"0394","00PU4MZ","10000",1,0,0,0,0
"0394","00PV3MZ","10000",1,0,0,0,0
"0394","00PU0MZ","10000",1,0,0,0,0
"0395","3E0S3GC","10000",1,0,0,0,0
"0396","01513ZZ","10000",1,0,0,0,0
"0396","015R3ZZ","10000",1,0,0,0,0
"0396","015B3ZZ","10000",1,0,0,0,0
"0396","01583ZZ","10000",1,0,0,0,0
"0397","00WU4JZ","10000",1,0,0,0,0
"0397","00WU0JZ","10000",1,0,0,0,0
"0397","00WU3JZ","10000",1,0,0,0,0
"0398","00PU4JZ","10000",1,0,0,0,0
"0398","A4289","10000",1,0,0,0,0
"0398","A4282","10000",1,0,0,0,0
"0398","00PU3JZ","10000",1,0,0,0,0
"0398","00PU0JZ","10000",1,0,0,0,0
"0398","A438","10000",1,0,0,0,0
"0398","A4281","10000",1,0,0,0,0
"0399","00QX4ZZ","10000",1,0,0,0,0
"0399","B471","10000",1,0,0,0,0
"0399","00QT0ZZ","10000",1,0,0,0,0
"0399","00QW0ZZ","10000",1,0,0,0,0
"0399","00QT4ZZ","10000",1,0,0,0,0
"0399","00QW4ZZ","10000",1,0,0,0,0
"0399","00QY3ZZ","10000",1,0,0,0,0
"0399","A429","10000",1,0,0,0,0
"0399","00QY0ZZ","10000",1,0,0,0,0
"0399","00QY4ZZ","10000",1,0,0,0,0
"0399","00QT3ZZ","10000",1,0,0,0,0
"0399","00QX3ZZ","10000",1,0,0,0,0
"0399","00QX0ZZ","10000",1,0,0,0,0
"0399","A439","10000",1,0,0,0,0
"0399","00QW3ZZ","10000",1,0,0,0,0
"0400","A480","00000",0,0,0,0,0
"0401","00BN0ZZ","10000",1,0,0,0,0
"0401","A488","10000",1,0,0,0,0
"0402","008K4ZZ","10000",1,0,0,0,0
"0402","008K0ZZ","10000",1,0,0,0,0
"0402","008K3ZZ","10000",1,0,0,0,0
"0402","K9081","00000",0,0,0,0,0
"0403","008H4ZZ","10000",1,0,0,0,0
"0403","018D4ZZ","10000",1,0,0,0,0
"0403","01840ZZ","10000",1,0,0,0,0
"0403","018C0ZZ","10000",1,0,0,0,0
"0403","01834ZZ","10000",1,0,0,0,0
"0403","01830ZZ","10000",1,0,0,0,0
"0403","018G0ZZ","10000",1,0,0,0,0
"0403","008L4ZZ","10000",1,0,0,0,0
"0403","008M4ZZ","10000",1,0,0,0,0
"0403","008N0ZZ","10000",1,0,0,0,0
"0403","018H0ZZ","10000",1,0,0,0,0
"0403","01850ZZ","10000",1,0,0,0,0
"0403","008N4ZZ","10000",1,0,0,0,0
"0403","008G4ZZ","10000",1,0,0,0,0
"0403","008R0ZZ","10000",1,0,0,0,0
"0403","008L0ZZ","10000",1,0,0,0,0
"0403","008G0ZZ","10000",1,0,0,0,0
"0403","A488","10000",1,0,0,0,0
"0403","008S4ZZ","10000",1,0,0,0,0
"0403","008F3ZZ","10000",1,0,0,0,0
"0403","018C3ZZ","10000",1,0,0,0,0
"0403","008R3ZZ","10000",1,0,0,0,0
"0403","018Q4ZZ","10000",1,0,0,0,0
"0403","018H3ZZ","10000",1,0,0,0,0
"0403","018G4ZZ","10000",1,0,0,0,0
"0403","01823ZZ","10000",1,0,0,0,0
"0403","018Q3ZZ","10000",1,0,0,0,0
"0403","008J0ZZ","10000",1,0,0,0,0
"0403","01803ZZ","10000",1,0,0,0,0
"0403","008F0ZZ","10000",1,0,0,0,0
"0403","008S3ZZ","10000",1,0,0,0,0
"0403","008J3ZZ","10000",1,0,0,0,0
"0403","01853ZZ","10000",1,0,0,0,0
"0403","01894ZZ","10000",1,0,0,0,0
"0403","008R4ZZ","10000",1,0,0,0,0
"0403","008H0ZZ","10000",1,0,0,0,0
"0403","01833ZZ","10000",1,0,0,0,0
"0403","018C4ZZ","10000",1,0,0,0,0
"0403","01820ZZ","10000",1,0,0,0,0
"0403","01890ZZ","10000",1,0,0,0,0
"0403","01804ZZ","10000",1,0,0,0,0
"0403","008M3ZZ","10000",1,0,0,0,0
"0403","008J4ZZ","10000",1,0,0,0,0
"0403","008F4ZZ","10000",1,0,0,0,0
"0403","008M0ZZ","10000",1,0,0,0,0
"0403","01863ZZ","10000",1,0,0,0,0
"0403","01800ZZ","10000",1,0,0,0,0
"0403","018D0ZZ","10000",1,0,0,0,0
"0403","018D3ZZ","10000",1,0,0,0,0
"0403","01854ZZ","10000",1,0,0,0,0
"0403","018Q0ZZ","10000",1,0,0,0,0
"0403","018H4ZZ","10000",1,0,0,0,0
"0403","008N3ZZ","10000",1,0,0,0,0
"0403","018A3ZZ","10000",1,0,0,0,0
"0403","01843ZZ","10000",1,0,0,0,0
"0403","01844ZZ","10000",1,0,0,0,0
"0403","008G3ZZ","10000",1,0,0,0,0
"0403","008H3ZZ","10000",1,0,0,0,0
"0403","01860ZZ","10000",1,0,0,0,0
"0403","018A4ZZ","10000",1,0,0,0,0
"0403","01824ZZ","10000",1,0,0,0,0
"0403","008L3ZZ","10000",1,0,0,0,0
"0403","018A0ZZ","10000",1,0,0,0,0
"0403","01864ZZ","10000",1,0,0,0,0
"0403","018F4ZZ","10000",1,0,0,0,0
"0403","008S0ZZ","10000",1,0,0,0,0
"0403","01893ZZ","10000",1,0,0,0,0
"0403","018G3ZZ","10000",1,0,0,0,0
"0403","018F3ZZ","10000",1,0,0,0,0
"0403","018F0ZZ","10000",1,0,0,0,0
"0404","01C43ZZ","10000",1,0,0,0,0
"0404","01990ZZ","10000",1,0,0,0,0
"0404","019Q3ZZ","10000",1,0,0,0,0
"0404","00PE40Z","10000",1,0,0,0,0
"0404","00WE3MZ","10000",1,0,0,0,0
"0404","019R0ZZ","10000",1,0,0,0,0
"0404","01HY42Z","10000",1,0,0,0,0
"0404","019F40Z","10000",1,0,0,0,0
"0404","01C14ZZ","10000",1,0,0,0,0
"0404","01CC4ZZ","10000",1,0,0,0,0
"0404","019600Z","10000",1,0,0,0,0
"0404","00CL0ZZ","10000",1,0,0,0,0
"0404","01C54ZZ","10000",1,0,0,0,0
"0404","01C90ZZ","10000",1,0,0,0,0
"0404","00CQ0ZZ","10000",1,0,0,0,0
"0404","009Q00Z","10000",1,0,0,0,0
"0404","019A0ZZ","10000",1,0,0,0,0
"0404","019R30Z","10000",1,0,0,0,0
"0404","01C94ZZ","10000",1,0,0,0,0
"0404","00WE47Z","10000",1,0,0,0,0
"0404","00CN4ZZ","10000",1,0,0,0,0
"0404","019H30Z","10000",1,0,0,0,0
"0404","00CH3ZZ","10000",1,0,0,0,0
"0404","009R00Z","10000",1,0,0,0,0
"0404","009S40Z","10000",1,0,0,0,0
"0404","00CS4ZZ","10000",1,0,0,0,0
"0404","01923ZZ","10000",1,0,0,0,0
"0404","01C20ZZ","10000",1,0,0,0,0
"0404","019R3ZZ","10000",1,0,0,0,0
"0404","00CG4ZZ","10000",1,0,0,0,0
"0404","01960ZZ","10000",1,0,0,0,0
"0404","019000Z","10000",1,0,0,0,0
"0404","009Q4ZZ","10000",1,0,0,0,0
"0404","01CA3ZZ","10000",1,0,0,0,0
"0404","019H0ZZ","10000",1,0,0,0,0
"0404","009F3ZZ","10000",1,0,0,0,0
"0404","009F00Z","10000",1,0,0,0,0
"0404","00CF4ZZ","10000",1,0,0,0,0
"0404","009H30Z","10000",1,0,0,0,0
"0404","01994ZZ","10000",1,0,0,0,0
"0404","019200Z","10000",1,0,0,0,0
"0404","019H3ZZ","10000",1,0,0,0,0
"0404","01913ZZ","10000",1,0,0,0,0
"0404","009G4ZZ","10000",1,0,0,0,0
"0404","019H4ZZ","10000",1,0,0,0,0
"0404","009Q30Z","10000",1,0,0,0,0
"0404","00CM3ZZ","10000",1,0,0,0,0
"0404","00CG0ZZ","10000",1,0,0,0,0
"0404","019H00Z","10000",1,0,0,0,0
"0404","019D00Z","10000",1,0,0,0,0
"0404","019B4ZZ","10000",1,0,0,0,0
"0404","009H40Z","10000",1,0,0,0,0
"0404","00WE42Z","10000",1,0,0,0,0
"0404","019100Z","10000",1,0,0,0,0
"0404","01953ZZ","10000",1,0,0,0,0
"0404","009F40Z","10000",1,0,0,0,0
"0404","01WY07Z","10000",1,0,0,0,0
"0404","01WY47Z","10000",1,0,0,0,0
"0404","00PE43Z","10000",1,0,0,0,0
"0404","01WY30Z","10000",1,0,0,0,0
"0404","009H3ZZ","10000",1,0,0,0,0
