ISBT	Description	prodCDC
E5478	CRYOPRECIPITATE|ACD-B/400mL/<=-18C|Methylene blue-treated	CRYO
E5479	FRESH FROZEN PLASMA|ACD-B/XX/<=-18C|25mL	WBDPLASMA
E5480	FRESH FROZEN PLASMA|ACD-B/XX/<=-18C|50mL	WBDPLASMA
E5481	PLASMA|ACD-B/XX/<=-18C|25mL|Methylene blue-treated	WBDPLASMA
E5482	PLASMA|ACD-B/XX/<=-18C|50mL|Methylene blue-treated	WBDPLASMA
E5483	PLASMA|ACD-B/XX/<=-18C|25mL	WBDPLASMA
E5484	PLASMA|ACD-B/XX/<=-18C|50mL	WBDPLASMA
E5485	FRESH FROZEN PLASMA|ACD-B/200mL/<=-18C	WBDPLASMA
E5486	FRESH FROZEN PLASMA|ACD-B/XX/<=-18C|25mL|Methylene blue-treated	WBDPLASMA
E5487	FRESH FROZEN PLASMA|ACD-B/XX/<=-18C|50mL|Methylene blue-treated	WBDPLASMA
E5490	RED BLOOD CELLS|CP2D/XX/refg|Open|Irradiated|ResLeu:<5log6|Plasma added|From 2 donors	IRLRWBDRBC
E5491	RED BLOOD CELLS|CPD/XX/refg|Open|Irradiated|ResLeu:<5log6|Plasma added|From 2 donors	IRLRWBDRBC
E5492	RED BLOOD CELLS|CPDA-1/XX/refg|Open|Irradiated|ResLeu:<5log6|Plasma added|From 2 donors	IRLRWBDRBC
E5493	RED BLOOD CELLS|CP2D>AS3/XX/refg|Open|Irradiated|ResLeu:<5log6|Supernat rem/Plasma added|From 2 ...	IRLRWBDRBC
E5494	RED BLOOD CELLS|SAGM/XX/refg|Open|Irradiated|ResLeu:<5log6|Supernat rem/Plasma added|From 2 donors	IRLRWBDRBC
E5495	RED BLOOD CELLS|CPD/450mL/refg|Plasma reduced	WBDRBC
E5496	RED BLOOD CELLS|CPD/450mL/refg|ResLeu:<5log6|Plasma reduced	LRWBDRBC
E5497	RED BLOOD CELLS|CPD/450mL/refg|Irradiated|Plasma reduced	IRWBDRBC
E5498	RED BLOOD CELLS|CPDA-1/450mL/refg|ResLeu:<5log6|Plasma reduced	LRWBDRBC
E5499	RED BLOOD CELLS|CPDA-1/450mL/refg|Irradiated|ResLeu:<5log6|Plasma reduced	IRLRWBDRBC
E5500	RED BLOOD CELLS|CPD/450mL/refg|Irradiated|ResLeu:<5log6|Plasma reduced	IRLRWBDRBC
E5501	RED BLOOD CELLS|CPD>AS1/500mL/refg|Open|ResLeu:<5log6|Albumin added	LRWBDRBC
E5502	RED BLOOD CELLS|CPD>AS1/450mL/refg|Open|ResLeu:<5log6|Albumin added	LRWBDRBC
E5503	RED BLOOD CELLS|CP2D>AS3/500mL/refg|Open|ResLeu:<5log6|Albumin added	LRWBDRBC
E5504	RED BLOOD CELLS|CP2D>AS3/450mL/refg|Open|ResLeu:<5log6|Albumin added	LRWBDRBC
E5506	RED BLOOD CELLS|CPD>AS1/450mL/refg|Open|Irradiated|ResLeu:<5log6|Albumin added	IRLRWBDRBC
E5507	RED BLOOD CELLS|CPD>AS1/500mL/refg|Open|Irradiated|ResLeu:<5log6|Albumin added	IRLRWBDRBC
E5508	RED BLOOD CELLS|CP2D>AS3/500mL/refg|Open|Irradiated|ResLeu:<5log6|Albumin added	IRLRWBDRBC
E5509	RED BLOOD CELLS|CP2D>AS3/450mL/refg|Open|Irradiated|ResLeu:<5log6|Albumin added	IRLRWBDRBC
E5510	RED BLOOD CELLS|CPDA-1/500mL/refg|Irradiated|ResLeu:<5log6|Plasma reduced	IRLRWBDRBC
E5511	Washed GRANULOCYTES|None/450mL/rt|Open	GRAN
E5512	Washed GRANULOCYTES|None/450mL/rt|Open|Irradiated	GRAN
E5513	Apheresis GRANULOCYTES|NaCitrate-HES-ACD-A/XX/rt	GRAN
E5518	Apheresis PLATELETS|ACD-A/XX/20-24C|ResLeu:<5log6|Plasma reduced|<3log11 plts	LRAPHPLAT
E5519	Apheresis PLATELETS|ACD-A/XX/20-24C|Plasma reduced|1st container|<3log11 plts	APHPLAT
E5520	Apheresis PLATELETS|ACD-A/XX/20-24C|ResLeu:<5log6|Plasma reduced|1st container|<3log11 plts	LRAPHPLAT
E5521	Apheresis PLATELETS|ACD-A/XX/20-24C|Irradiated|ResLeu:<5log6|Plasma reduced|1st container|<3log1...	IRLRAPHPLAT
E5522	Apheresis PLATELETS|ACD-A/XX/20-24C|Irradiated|Plasma reduced|1st container|<3log11 plts	IRAPHPLAT
E5523	Apheresis PLATELETS|ACD-A/XX/20-24C|Plasma reduced|<3log11 plts	APHPLAT
E5524	RED BLOOD CELLS|CPD>AS1/500mL/refg|ResLeu:<5log6|Supernat rem/Plasma added	LRWBDRBC
E5525	RED BLOOD CELLS|CPD>AS1/500mL/refg|Irradiated|ResLeu:<5log6|Supernat rem/Plasma added	IRLRWBDRBC
E5526	RED BLOOD CELLS|CP2D>AS3/500mL/refg|ResLeu:<5log6|Supernat rem/Plasma added	LRWBDRBC
E5527	RED BLOOD CELLS|CP2D>AS3/500mL/refg|Irradiated|ResLeu:<5log6|Supernat rem/Plasma added	IRLRWBDRBC
E5528	RED BLOOD CELLS|CPD>AS5/500mL/refg|ResLeu:<5log6|Supernat rem/Plasma added	LRWBDRBC
E5529	RED BLOOD CELLS|CPD>AS5/500mL/refg|Irradiated|ResLeu:<5log6|Supernat rem/Plasma added	IRLRWBDRBC
E5530	Apheresis PLATELETS|ACD-A/XX/20-24C|Irradiated|Plasma reduced|<3log11 plts	IRAPHPLAT
E5535	RED BLOOD CELLS|CPDA-1/450mL/refg|Open|Irradiated|ResLeu:<5log6|Plasma reduced	IRLRWBDRBC
E5536	RED BLOOD CELLS|CPDA-1/500mL/refg|Open|Irradiated|ResLeu:<5log6|Plasma reduced	IRLRWBDRBC
E5537	RED BLOOD CELLS|CPD>AS1/450mL/refg|Open|Irradiated|ResLeu:<5log6|Supernat reduced	IRLRWBDRBC
E5538	RED BLOOD CELLS|CP2D>AS3/450mL/refg|Open|Irradiated|ResLeu:<5log6|Supernat reduced	IRLRWBDRBC
E5539	RED BLOOD CELLS|CP2D>AS3/500mL/refg|Open|Irradiated|ResLeu:<5log6|Supernat reduced	IRLRWBDRBC
E5540	RED BLOOD CELLS|CPD>AS5/450mL/refg|Open|Irradiated|ResLeu:<5log6|Supernat reduced	IRLRWBDRBC
E5541	RED BLOOD CELLS|CPD>AS5/500mL/refg|Open|Irradiated|ResLeu:<5log6|Supernat reduced	IRLRWBDRBC
E5542	RED BLOOD CELLS|CPD>AS5/500mL/refg|Open|ResLeu:<5log6|Supernat reduced	LRWBDRBC
E5543	RED BLOOD CELLS|CPD>AS5/450mL/refg|Open|ResLeu:<5log6|Supernat reduced	LRWBDRBC
E5544	RED BLOOD CELLS|CP2D>AS3/450mL/refg|Open|ResLeu:<5log6|Supernat reduced	LRWBDRBC
E5545	RED BLOOD CELLS|CP2D>AS3/500mL/refg|Open|ResLeu:<5log6|Supernat reduced	LRWBDRBC
E5546	RED BLOOD CELLS|CPD>AS1/450mL/refg|Open|ResLeu:<5log6|Supernat reduced	LRWBDRBC
E5547	RED BLOOD CELLS|CPD>AS1/500mL/refg|Open|ResLeu:<5log6|Supernat reduced	LRWBDRBC
E5548	Thawed Apheresis PLASMA|ACD-A/XX/refg|1st container	APHPLASMA
E5549	Thawed Apheresis PLASMA|ACD-A/XX/refg|2nd container	APHPLASMA
E5550	Thawed Apheresis PLASMA|ACD-A/XX/refg|3rd container	APHPLASMA
E5551	LEUKOCYTES|CPD/500mL/rt|Irradiated	LEUK
E5552	LEUKOCYTES|CPDA-1/500mL/rt|Irradiated	LEUK
E5553	RED BLOOD CELLS|CP2D/XX/refg|Irradiated|LowVol:anticoag adj	IRWBDRBC
E5554	RED BLOOD CELLS|CP2D/XX/refg|ResLeu:<5log6|LowVol:anticoag adj	LRWBDRBC
E5555	RED BLOOD CELLS|CPDA-1/XX/refg|Irradiated|ResLeu:<5log6|LowVol:anticoag adj	IRLRWBDRBC
E5556	RED BLOOD CELLS|CP2D/XX/refg|Irradiated|ResLeu:<5log6|LowVol:anticoag adj	IRLRWBDRBC
E5557	RED BLOOD CELLS|CP2D/XX/refg|Irradiated|LowVol:anticoag not adj	IRWBDRBC
E5558	RED BLOOD CELLS|CP2D/XX/refg|Irradiated|ResLeu:<5log6|LowVol:anticoag not adj	IRLRWBDRBC
E5559	WHOLE BLOOD|CP2D/XX/refg|Irradiated|LowVol:anticoag adj	WB
E5560	WHOLE BLOOD|CPD/XX/refg|ResLeu:<5log6|LowVol:anticoag adj	WB
E5561	WHOLE BLOOD|CP2D/XX/refg|ResLeu:<5log6|LowVol:anticoag adj	WB
E5562	WHOLE BLOOD|CPD/XX/refg|Irradiated|ResLeu:<5log6|LowVol:anticoag adj	WB
E5563	WHOLE BLOOD|CP2D/XX/refg|Irradiated|ResLeu:<5log6|LowVol:anticoag adj	WB
E5564	WHOLE BLOOD|CP2D/XX/refg|Irradiated|LowVol:anticoag not adj	WB
E5565	WHOLE BLOOD|CPD/XX/refg|ResLeu:<5log6|LowVol:anticoag not adj	WB
E5566	WHOLE BLOOD|CPDA-1/XX/refg|ResLeu:<5log6|LowVol:anticoag not adj	WB
E5567	WHOLE BLOOD|CP2D/XX/refg|ResLeu:<5log6|LowVol:anticoag not adj	WB
E5568	WHOLE BLOOD|CPD/XX/refg|Irradiated|ResLeu:<5log6|LowVol:anticoag not adj	WB
E5569	WHOLE BLOOD|CP2D/XX/refg|Irradiated|ResLeu:<5log6|LowVol:anticoag not adj	WB
E5584	WHOLE BLOOD|CPD/450mL/refg|Irradiated|ResLeu:<1log6	WB
E5585	RED BLOOD CELLS|CPD/450mL/refg|ResLeu:<1log6	LRWBDRBC
E5586	RED BLOOD CELLS|CPD/450mL/refg|Irradiated|ResLeu:<1log6	IRLRWBDRBC
E5587	Deglycerolized RED BLOOD CELLS|None/450mL/refg|Open|ResLeu:<1log6	LRWBDRBC
E5588	Apheresis RED BLOOD CELLS|ACD-A>AS1/XX/refg|Open|Irradiated|ResLeu:<5log6|Supernat rem/Plasma ad...	IRLRAPHRBC
E5589	Apheresis RED BLOOD CELLS|ACD-A>AS1/XX/refg|Open|Irradiated|ResLeu:<5log6|Supernat rem/Plasma ad...	IRLRAPHRBC
E5590	RED BLOOD CELLS|CPD>AS1/500mL/refg|ResLeu:<5log6|Supernat reduced	LRWBDRBC
E5591	RED BLOOD CELLS|CPD>AS1/500mL/refg|Irradiated|ResLeu:<5log6|Supernat reduced	IRLRWBDRBC
E5592	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|ResLeu:<5log6|Supernat reduced	LRAPHRBC
E5593	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Irradiated|ResLeu:<5log6|Supernat reduced	IRLRAPHRBC
E5594	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|ResLeu:<5log6|Supernat reduced|1st container	LRAPHRBC
E5595	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Irradiated|ResLeu:<5log6|Supernat reduced|1st container	IRLRAPHRBC
E5596	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|ResLeu:<5log6|Supernat reduced|2nd container	LRAPHRBC
E5597	Apheresis RED BLOOD CELLS|CP2D>AS3/XX/refg|Irradiated|ResLeu:<5log6|Supernat reduced|2nd container	IRLRAPHRBC
E5598	RED BLOOD CELLS|CPD>AS1/500mL/refg|Open|Irradiated|ResLeu:<5log6|Supernat rem/Plasma added	IRLRWBDRBC
E5599	Thawed POOLED CRYOPRECIPITATE|NS/XX/rt|Open|From 2 donors	CRYO
E5600	Thawed POOLED CRYOPRECIPITATE|NS/XX/rt|Open|From 3 donors	CRYO
E5601	Thawed POOLED CRYOPRECIPITATE|NS/XX/rt|Open|From 4 donors	CRYO
E5602	Thawed POOLED CRYOPRECIPITATE|NS/XX/rt|Open|From 5 donors	CRYO
E5603	Thawed POOLED CRYOPRECIPITATE|NS/XX/rt|Open|From 6 donors	CRYO
E5604	Thawed POOLED CRYOPRECIPITATE|NS/XX/rt|Open|From 7 donors	CRYO
E5605	Thawed POOLED CRYOPRECIPITATE|NS/XX/rt|Open|From 8 donors	CRYO
E5606	Thawed POOLED CRYOPRECIPITATE|NS/XX/rt|Open|From 9 donors	CRYO
E5607	Thawed POOLED CRYOPRECIPITATE|NS/XX/rt|Open|From 10 donors	CRYO
E5608	RED BLOOD CELLS|CPD>AS5/450mL/refg|Irradiated|ResLeu:<1log6	IRLRWBDRBC
E5609	RED BLOOD CELLS|CPD>AS5/450mL/refg|ResLeu:<1log6	LRWBDRBC
E5610	RED BLOOD CELLS|CPD>AS5/450mL/refg|ResLeu:<1.2log9	LRWBDRBC
E5611	RED BLOOD CELLS|CP2D/XX/refg|ResLeu:<5log6|LowVol:anticoag not adj	LRWBDRBC
E5612	WHOLE BLOOD|CPDA-1/XX/refg|ResLeu:<5log6|LowVol:anticoag adj	WB
E5613	PLATELETS|CP2D/500mL/20-24C|Open|ResLeu:<8.3log5|Plasma reduced	LRWBDPLAT
E5614	PLATELETS|CP2D/500mL/20-24C|Open|Irradiated|ResLeu:<8.3log5|Plasma reduced	IRLRWBDPLAT
E5621	POOLED CRYOPRECIPITATE|None/XX/<=-18C|From 5 donors	CRYO
E5623	Thawed Apheresis FRESH FROZEN PLASMA|ACD-A/XX/refg|ResLeu:<5log6|>=200mL<400mL	APHPLASMA
E5624	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<=-18C|ResLeu:<5log6|>=200mL<400mL	APHPLASMA
E5625	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<=-18C|Open	APHPLASMA
E5626	RED BLOOD CELLS|CPDA-1/450mL/refg|Open|ResLeu:<5log6|Plasma reduced	LRWBDRBC
E5627	RED BLOOD CELLS|CPDA-1/500mL/refg|Open|ResLeu:<5log6|Plasma reduced	LRWBDRBC
E5628	Deglycerolized RED BLOOD CELLS|AS3/XX/refg|Supernat reduced	WBDRBC
E5629	Deglycerolized RED BLOOD CELLS|AS3/XX/refg|Irradiated|ResLeu:<5log6|Supernat reduced	IRLRWBDRBC
E5630	Deglycerolized RED BLOOD CELLS|AS3/XX/refg|Irradiated|Supernat reduced	IRWBDRBC
E5631	Deglycerolized RED BLOOD CELLS|AS3/XX/refg|ResLeu:<5log6|Supernat reduced	LRWBDRBC
E5632	Deglycerolized RED BLOOD CELLS|AS3/XX/refg|Open	WBDRBC
E5633	Deglycerolized RED BLOOD CELLS|AS3/XX/refg|Open|Irradiated|ResLeu:<5log6	IRLRWBDRBC
E5634	Deglycerolized RED BLOOD CELLS|AS3/XX/refg|Open|Irradiated	IRWBDRBC
E5635	Deglycerolized RED BLOOD CELLS|AS3/XX/refg|Open|ResLeu:<5log6	LRWBDRBC
E5638	Washed RED BLOOD CELLS|None/XX/refg|ResLeu:<5log6	LRWBDRBC
E5639	Washed RED BLOOD CELLS|None/XX/refg|Irradiated|ResLeu:<5log6	IRLRWBDRBC
E5640	Thawed Apheresis FRESH FROZEN PLASMA|CP2D/XX/refg|>=400mL<600mL	APHPLASMA
E5641	Thawed Apheresis PLASMA|CP2D/XX/refg|>=400mL<600mL	APHPLASMA
E5642	Thawed Apheresis PLASMA|CP2D/XX/refg	APHPLASMA
E5643	RED BLOOD CELLS|NS/XX/refg|Irradiated|ResLeu:<5log6	IRLRWBDRBC
E5644	RED BLOOD CELLS|NS/XX/refg|ResLeu:<5log6	LRWBDRBC
E5645	FRESH FROZEN PLASMA|CPDA-1/XX/<-30C|ResLeu:<5log6	WBDPLASMA
E5646	PLATELETS|CPDA-1/XX/20-24C	WBDPLAT
E5648	RED BLOOD CELLS|CPDA-1/450mL/refg|Open|Irradiated|ResLeu:<5log6|Plasma added	IRLRWBDRBC
E5649	POOLED PLATELETS|CP2D/XX/20-24C|Open|Irradiated|ResLeu:<5log6|Plasma reduced	IRLRWBDPLAT
E5650	POOLED PLATELETS|CP2D/XX/20-24C|Open|ResLeu:<5log6|Plasma reduced	LRWBDPLAT
E5651	Frozen RED BLOOD CELLS|Gly40%/450mL/<=-80C|ResLeu:<1log6	LRWBDRBC
E5652	Washed RED BLOOD CELLS|None/XX/refg|Open|Plasma added	WBDRBC
E5653	Washed RED BLOOD CELLS|None/XX/refg|Open|ResLeu:<5log6|Plasma added	LRWBDRBC
E5654	Washed RED BLOOD CELLS|None/XX/refg|Open|Irradiated|Plasma added	IRWBDRBC
E5655	Washed RED BLOOD CELLS|None/XX/refg|Open|Irradiated|ResLeu:<5log6|Plasma added	IRLRWBDRBC
E5656	Apheresis PLATELETS|ACD-A/XX/20-24C|Open|ResLeu:<5log6|<3log11 plts	LRAPHPLAT
E5657	Rejuvenated Apheresis RED BLOOD CELLS|None/XX/refg|Open|Irradiated|ResLeu:<5log6|Plasma added	IRLRAPHRBC
E5658	Washed Apheresis RED BLOOD CELLS|None/XX/refg|Open|ResLeu:<5log6|Plasma added|1st container	LRAPHRBC
E5659	Washed Apheresis RED BLOOD CELLS|None/XX/refg|Open|ResLeu:<5log6|Plasma added|2nd container	LRAPHRBC
E5660	Washed Apheresis RED BLOOD CELLS|None/XX/refg|Open|Plasma added|1st container	APHRBC
E5661	Washed Apheresis RED BLOOD CELLS|None/XX/refg|Open|Plasma added|2nd container	APHRBC
E5662	Washed Apheresis RED BLOOD CELLS|None/XX/refg|Open|Irradiated|Plasma added|1st container	IRAPHRBC
E5663	Washed Apheresis RED BLOOD CELLS|None/XX/refg|Open|Irradiated|Plasma added|2nd container	IRAPHRBC
E5664	Washed Apheresis RED BLOOD CELLS|None/XX/refg|Open|Irradiated|ResLeu:<5log6|Plasma added|1st con...	IRLRAPHRBC
E5665	Washed Apheresis RED BLOOD CELLS|None/XX/refg|Open|Irradiated|ResLeu:<5log6|Plasma added|2nd con...	IRLRAPHRBC
E5666	Washed Apheresis RED BLOOD CELLS|None/XX/refg|Open|Irradiated|ResLeu:<5log6|Plasma added	IRLRAPHRBC
E5667	Washed Apheresis RED BLOOD CELLS|None/XX/refg|Open|ResLeu:<5log6|Plasma added	LRAPHRBC
E5668	Washed Apheresis RED BLOOD CELLS|None/XX/refg|Open|Irradiated|Plasma added	IRAPHRBC
E5669	Washed Apheresis RED BLOOD CELLS|None/XX/refg|Open|Plasma added	APHRBC
E5670	RED BLOOD CELLS|CPD/500mL/refg|Open|Irradiated|ResLeu:<5log6|Plasma reduced	IRLRWBDRBC
E5671	RED BLOOD CELLS|CPDA-1/500mL/refg|Open|Plasma reduced	WBDRBC
E5672	RED BLOOD CELLS|CPDA-1/500mL/refg|Open|Irradiated|Plasma reduced	IRWBDRBC
E5673	RED BLOOD CELLS|CPD/500mL/refg|Open|Plasma reduced/Plasma added	WBDRBC
E5674	RED BLOOD CELLS|CPD/500mL/refg|Open|Irradiated|Plasma reduced/Plasma added	IRWBDRBC
E5675	RED BLOOD CELLS|CPDA-1/500mL/refg|Open|Plasma reduced/Plasma added	WBDRBC
E5676	RED BLOOD CELLS|CPDA-1/500mL/refg|Open|Irradiated|Plasma reduced/Plasma added	IRWBDRBC
E5677	RED BLOOD CELLS|CPDA-1/500mL/refg|Open|ResLeu:<5log6|Plasma reduced/Plasma added	LRWBDRBC
E5678	RED BLOOD CELLS|CPDA-1/500mL/refg|Open|Irradiated|ResLeu:<5log6|Plasma reduced/Plasma added	IRLRWBDRBC
E5681	Apheresis FRESH FROZEN PLASMA|NaCitrate/XX/<-30C|ResLeu:<1log6|Quar:>=4m/retested	APHPLASMA
E5682	FRESH FROZEN PLASMA|CPD/450mL/<-30C|ResLeu:<1log6|Quar:>=90d/retested	WBDPLASMA
E5683	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<-30C|ResLeu:<1log6|>=200mL<400mL|Quar:>=90d/retested	APHPLASMA
E5684	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<-30C|ResLeu:<1log6|>=400mL<600mL|Quar:>=90d/retested	APHPLASMA
E5685	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<-30C|ResLeu:<1log6|>=600mL|Quar:>=90d/retested	APHPLASMA
E5686	CRYOPRECIPITATE|None/450mL/<-30C|ResLeu:<1log6|Quar:>=90d/retested	CRYO
E5687	POOLED CRYOPRECIPITATE|None/XX/<-30C|ResLeu:<1log6|Quar:>=90d/retested	CRYO
E5688	FRESH FROZEN PLASMA|CPD/450mL/<-30C|Methylene blue-treated	WBDPLASMA
E5690	PLASMA|CPD/450mL/<-30C|ResLeu:<1log6|Cryo reduced	WBDPLASMA
E5700	Apheresis RED BLOOD CELLS|ACD-A>AS3/XX/refg|Open|ResLeu:<5log6|1st container	LRAPHRBC
E5701	Apheresis RED BLOOD CELLS|ACD-A>AS3/XX/refg|Open|Irradiated|ResLeu:<5log6|1st container	IRLRAPHRBC
E5702	Rejuvenated Apheresis RED BLOOD CELLS|None/XX/refg|Open|Irradiated	IRAPHRBC
E5703	Apheresis PLATELETS|ACD-A/XX/20-24C|Open|Irradiated|ResLeu:<5log6|<3log11 plts	IRLRAPHPLAT
E5704	Apheresis RED BLOOD CELLS|ACD-A>AS3/XX/refg|Open|Irradiated|ResLeu:<5log6	IRLRAPHRBC
E5705	RED BLOOD CELLS|CPDA-1/450mL/refg|Irradiated|ResLeu:<5log6|Plasma added	IRLRWBDRBC
E5706	RED BLOOD CELLS|CPD/450mL/refg|Irradiated|ResLeu:<5log6|Plasma added	IRLRWBDRBC
E5707	RED BLOOD CELLS|CP2D/450mL/refg|Irradiated|ResLeu:<5log6|Plasma added	IRLRWBDRBC
E5708	Apheresis RED BLOOD CELLS|ACD-A>AS3/XX/refg|Open|ResLeu:<5log6	LRAPHRBC
E5709	POOLED PLATELETS|CP2D/XX/20-24C|Irradiated|ResLeu:<5log6|Bacterial monitoring	IRLRWBDPLAT
E5710	POOLED PLATELETS|CP2D/XX/20-24C|ResLeu:<5log6|Bacterial monitoring	LRWBDPLAT
E5711	Frozen RED BLOOD CELLS|Gly40%/450mL/<=-80C|Open|ResLeu:<1log6	LRWBDRBC
E5712	Frozen RED BLOOD CELLS|Gly17%/450mL/<-120C|Open|ResLeu:<1log6	LRWBDRBC
E5713	Deglycerolized RED BLOOD CELLS|SAGM/450mL/refg|Open|ResLeu:<1log6	LRWBDRBC
E5714	Deglycerolized RED BLOOD CELLS|SAGM/450mL/refg|Open|Irradiated|ResLeu:<1log6	IRLRWBDRBC
E5715	Apheresis PLATELETS|PASIII/XX/20-24C|Irradiated|ResLeu:<1log6|1st container	IRLRAPHPLAT
E5716	Apheresis PLATELETS|PASIII/XX/20-24C|Irradiated|ResLeu:<1log6|2nd container	IRLRAPHPLAT
E5717	Apheresis PLATELETS|PASIII/XX/20-24C|Irradiated|ResLeu:<1log6|3rd container	IRLRAPHPLAT
E5718	Apheresis PLATELETS|PASIII/XX/20-24C|ResLeu:<1log6|1st container	LRAPHPLAT
E5719	Apheresis PLATELETS|PASIII/XX/20-24C|ResLeu:<1log6|2nd container	LRAPHPLAT
E5720	Apheresis PLATELETS|PASIII/XX/20-24C|ResLeu:<1log6|3rd container	LRAPHPLAT
E5725	Deglycerolized RED BLOOD CELLS|None/450mL/refg|Open|Irradiated|ResLeu:<1log6	IRLRWBDRBC
E5726	RED BLOOD CELLS|CPD/500mL/refg|Open|ResLeu:<5log6|Plasma added	LRWBDRBC
E5727	RED BLOOD CELLS|CPD/500mL/refg|Open|Irradiated|ResLeu:<5log6|Plasma added	IRLRWBDRBC
E5730	Apheresis FRESH FROZEN PLASMA|NaCitrate/XX/<=-18C|Open	APHPLASMA
E5732	Apheresis FRESH FROZEN PLASMA|CPD-50/XX/<-25 C|1st container|Psoralen-treated	APHPLASMA
E5733	Apheresis FRESH FROZEN PLASMA|CPD-50/XX/<-25 C|2nd container|Psoralen-treated	APHPLASMA
E5735	Liquid POOLED PLASMA|CPD/450mL/refg|From 2 donors|Psoralen-treated	WBDPLASMA
E5746	RED BLOOD CELLS|CPDA-1/500mL/refg|ResLeu:<5log6|Plasma added	LRWBDRBC
E5747	RED BLOOD CELLS|CPDA-1/500mL/refg|Irradiated|ResLeu:<5log6|Plasma added	IRLRWBDRBC
E5748	Apheresis PLATELETS|ACD-A/XX/20-24C|ResLeu:<5log6|Riboflavin-treated	LRAPHPLAT
E5749	Apheresis PLATELETS|ACD-A/XX/20-24C|ResLeu:<5log6|1st container|Riboflavin-treated	LRAPHPLAT
E5750	Apheresis PLATELETS|ACD-A/XX/20-24C|ResLeu:<5log6|2nd container|Riboflavin-treated	LRAPHPLAT
E5751	Apheresis PLATELETS|ACD-A/XX/20-24C|ResLeu:<5log6|3rd container|Riboflavin-treated	LRAPHPLAT
E5752	Apheresis PLATELETS|ACD-A/XX/20-24C|ResLeu:<1log6|Riboflavin-treated	LRAPHPLAT
E5753	Apheresis PLATELETS|ACD-A/XX/20-24C|ResLeu:<1log6|1st container|Riboflavin-treated	LRAPHPLAT
E5754	Apheresis PLATELETS|ACD-A/XX/20-24C|ResLeu:<1log6|2nd container|Riboflavin-treated	LRAPHPLAT
E5755	Apheresis PLATELETS|ACD-A/XX/20-24C|ResLeu:<1log6|3rd container|Riboflavin-treated	LRAPHPLAT
E5756	Apheresis PLATELETS|ACD-A/XX/20-24C|Irradiated|ResLeu:<5log6|Riboflavin-treated	IRLRAPHPLAT
E5757	Apheresis PLATELETS|ACD-A/XX/20-24C|Irradiated|ResLeu:<5log6|1st container|Riboflavin-treated	IRLRAPHPLAT
E5758	Apheresis PLATELETS|ACD-A/XX/20-24C|Irradiated|ResLeu:<5log6|2nd container|Riboflavin-treated	IRLRAPHPLAT
E5759	Apheresis PLATELETS|ACD-A/XX/20-24C|Irradiated|ResLeu:<5log6|3rd container|Riboflavin-treated	IRLRAPHPLAT
E5760	Apheresis PLATELETS|ACD-A/XX/20-24C|Irradiated|ResLeu:<1log6|Riboflavin-treated	IRLRAPHPLAT
E5761	Apheresis PLATELETS|ACD-A/XX/20-24C|Irradiated|ResLeu:<1log6|1st container|Riboflavin-treated	IRLRAPHPLAT
E5762	Apheresis PLATELETS|ACD-A/XX/20-24C|Irradiated|ResLeu:<1log6|2nd container|Riboflavin-treated	IRLRAPHPLAT
E5763	Apheresis PLATELETS|ACD-A/XX/20-24C|Irradiated|ResLeu:<1log6|3rd container|Riboflavin-treated	IRLRAPHPLAT
E5764	Apheresis PLATELETS|ACD-A/XX/20-24C|Riboflavin-treated	APHPLAT
E5765	Apheresis PLATELETS|ACD-A/XX/20-24C|1st container|Riboflavin-treated	APHPLAT
E5766	Apheresis PLATELETS|ACD-A/XX/20-24C|2nd container|Riboflavin-treated	APHPLAT
E5767	Apheresis PLATELETS|ACD-A/XX/20-24C|3rd container|Riboflavin-treated	APHPLAT
E5768	Apheresis PLATELETS|ACD-A/XX/20-24C|Irradiated|Riboflavin-treated	IRAPHPLAT
E5769	Apheresis PLATELETS|ACD-A/XX/20-24C|Irradiated|1st container|Riboflavin-treated	IRAPHPLAT
E5770	Apheresis PLATELETS|ACD-A/XX/20-24C|Irradiated|2nd container|Riboflavin-treated	IRAPHPLAT
E5771	Apheresis PLATELETS|ACD-A/XX/20-24C|Irradiated|3rd container|Riboflavin-treated	IRAPHPLAT
E5774	POOLED PLATELETS|CPD/XX/20-24C|ResLeu:<5log6|Riboflavin-treated	LRWBDPLAT
E5775	POOLED PLATELETS|CPD/XX/20-24C|Irradiated|ResLeu:<5log6|Riboflavin-treated	IRLRWBDPLAT
E5776	POOLED PLATELETS|CPD/XX/20-24C|Riboflavin-treated	WBDPLAT
E5777	POOLED PLATELETS|CPD/XX/20-24C|Irradiated|Riboflavin-treated	IRWBDPLAT
E5778	Apheresis RED BLOOD CELLS|ACD-A>AS1/XX/refg|Open|ResLeu:<5log6|1st container	LRAPHRBC
